ZONE_ID;STADSDELEN;BC;GEBIED_ACTWAG;ZONE_VENOM;GEM2014;GEMEENTE;BUURT_ZONENAAM;PC4;LAND;PROV;COROP;HAVEN_IND;XCOORD;YCOORD;OPP;HUISH;INK_GEM;ACT_WAG;INWONERS;M_00_05;M_06_11;M_12_14;M_15_17;M_18_34;M_35_54;M_55_64;M_65_74;M_75_EO;V_00_05;V_06_11;V_12_14;V_15_17;V_18_34;V_35_54;V_55_64;V_65_74;V_75_EO;BBV_MAN;WERKZ_M;PT_MAN;BBV_VROUW;WERKZ_V;PT_VROUW;HOWEEK;MBOWEEK;HOWKND;MBOWKND;BANENTOT2;ZELFST;BANENTOT;LANDBOUW;INDUSTRIE;DETAIL;DIENSTEN;OVERHEID;OVERIG;BASIS_OW;SPEC_OW;VOORTG_OW;MBO;HBO_WO;hotelbedden;PT_KP;PZT_H;PZT_B;AVert;AAank;
1;1;A00a;1;1;363;Amsterdam;Kop_Zeedijk;1012;1;7;23;0;121853;487649;8;756;33114;134;1100;14;3;1;3;249;213;96;41;8;18;11;1;2;256;118;37;24;5;479;455;30;294;274;95;45;3;4;0;1647;308;1955;0;48;147;281;2;1477;0;0;0;0;0;1934;750;7.5;7.5;1;1;
2;1;A00b;1;1;363;Amsterdam;Oude_Kerk_eo;1012;1;7;23;0;121603;487527;4;287;32270;28;385;7;1;1;0;106;61;16;16;6;2;0;1;0;121;22;9;12;4;158;150;10;111;103;36;20;1;1;0;1488;552;2040;0;9;84;889;14;1044;0;0;0;0;0;1019;750;7.5;7.5;1;1;
3;1;A00b;1;1;363;Amsterdam;Oude_Kerk_eo;1012;1;7;23;0;121464;487396;5;225;32270;48;343;10;0;2;1;107;38;24;16;2;5;1;0;2;85;24;16;10;0;149;141;10;92;86;30;17;1;1;0;1651;103;1754;0;15;854;234;2;649;0;0;0;0;0;1230;750;7.5;7.5;1;1;
4;1;A00c;1;1;363;Amsterdam;Burgwallen_Oost;1012;1;7;23;0;121696;487377;3;375;31801;71;578;8;8;2;4;145;81;20;30;9;4;4;6;1;159;50;12;14;21;224;213;14;158;147;52;28;1;2;0;644;158;802;0;26;88;270;0;418;0;0;0;0;0;159;750;7.5;7.5;1;1;
5;1;A00c;1;1;363;Amsterdam;Burgwallen_Oost;1012;1;7;23;0;121764;487318;5;695;31801;146;1035;12;11;5;7;221;173;62;40;19;12;11;4;2;274;100;39;35;8;401;381;26;302;282;99;44;3;4;0;1332;323;1655;0;28;277;483;0;867;0;0;0;0;0;331;750;7.5;7.5;1;1;
6;1;A00e;1;4;363;Amsterdam;BG-terrein_eo;1012;1;7;23;0;121532;486924;8;339;34709;75;456;3;5;0;1;116;58;37;20;8;2;6;1;2;119;34;23;19;2;180;171;12;125;116;41;25;1;3;0;1745;122;1867;0;1;54;334;893;585;0;0;0;0;10126;971;750;7.5;7.5;1;1;
7;1;A00e;1;4;363;Amsterdam;BG-terrein_eo;1012;1;7;23;0;121521;487110;2;131;34709;43;217;9;1;0;0;47;42;9;7;8;5;1;2;2;45;20;5;7;7;82;77;6;51;48;17;10;0;1;0;424;59;483;0;0;46;101;3;333;0;0;0;0;0;355;750;7.5;7.5;1;1;
8;1;A00d;1;4;363;Amsterdam;Nes_eo;1012;1;7;23;0;121399;487114;6;226;43809;64;351;4;1;2;3;96;59;19;8;3;5;4;2;2;86;35;7;11;4;144;136;9;89;83;30;19;1;2;0;2421;125;2546;0;46;464;967;6;1063;0;0;0;0;0;666;750;7.5;7.5;1;1;
9;1;A01a;1;5;363;Amsterdam;Stationsplein_eo;1012;1;7;23;0;121861;488041;17;1;35460;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877;14;2891;0;12;336;205;77;2261;0;0;0;0;0;816;750;7.5;7.5;1;1;
10;1;A01b;1;2;363;Amsterdam;Hemelrijk;1012;1;7;23;0;121477;487928;6;397;37523;100;577;3;2;4;2;155;106;24;19;6;11;2;1;2;142;68;14;13;3;244;231;15;160;149;53;27;1;2;0;1344;168;1512;0;31;277;457;1;746;0;0;0;0;0;1475;750;7.5;7.5;1;1;
11;1;A01c;1;2;363;Amsterdam;Nieuwendijk_Noord;1012;1;7;23;0;121556;487822;3;232;32739;37;330;1;5;0;1;95;57;18;5;7;6;3;1;0;96;23;8;4;0;141;134;9;88;82;29;17;1;1;0;899;86;985;0;1;170;162;201;451;0;0;0;0;0;1151;750;7.5;7.5;1;1;
12;1;A01c;1;1;363;Amsterdam;Nieuwendijk_Noord;1012;1;7;23;0;121670;487786;3;81;32739;25;133;0;0;0;0;46;23;9;5;0;0;0;1;0;40;5;3;1;0;66;63;4;33;31;11;8;0;1;0;825;50;875;0;1;185;144;0;545;0;0;0;0;0;815;750;7.5;7.5;1;1;
13;1;A01e;1;2;363;Amsterdam;Nieuwe_Kerk_eo;1012;1;7;23;0;121380;487592;5;450;37805;91;693;9;7;2;1;188;124;32;19;9;15;4;4;0;173;75;18;10;3;289;274;18;186;173;61;33;2;3;0;2361;198;2559;0;78;1366;275;0;840;0;0;0;0;0;1417;750;7.5;7.5;1;1;
14;1;A01d;1;2;363;Amsterdam;Spuistraat_Noord;1012;1;7;23;0;121239;487643;4;526;34615;129;798;8;4;3;2;212;129;35;25;14;7;8;3;7;202;79;30;19;11;323;306;21;226;211;74;38;2;3;0;912;332;1244;0;15;100;598;0;531;0;0;0;0;0;728;750;7.5;7.5;1;1;
15;1;A01d;1;2;363;Amsterdam;Spuistraat_Noord;1012;1;7;23;0;121140;487436;2;18;34615;9;27;0;1;0;0;8;5;1;0;1;0;1;0;1;6;3;0;0;0;10;9;1;6;6;2;1;0;0;0;559;22;581;0;12;94;33;272;170;0;0;0;0;0;239;750;7.5;7.5;1;1;
16;1;A01e;1;2;363;Amsterdam;Nieuwe_Kerk_eo;1012;1;7;23;0;121334;487437;3;80;37805;14;127;2;1;2;0;35;27;4;1;0;2;3;1;0;35;13;1;0;0;52;50;3;33;31;11;6;0;0;0;996;44;1040;0;5;306;145;0;584;0;0;0;0;0;367;750;7.5;7.5;1;1;
17;1;A01f;1;2;363;Amsterdam;Spuistraat_Zuid;1012;1;7;23;0;121120;487328;1;4;35272;1;7;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;2;0;0;3;3;0;1;1;1;0;0;0;0;681;13;694;0;1;253;25;0;415;0;0;0;0;0;476;750;7.5;7.5;1;1;
18;1;A01f;1;3;363;Amsterdam;Spuistraat_Zuid;1012;1;7;23;0;121083;487192;3;363;35272;78;517;6;3;6;2;118;76;47;15;9;8;4;3;6;120;60;18;13;3;200;189;14;137;128;45;26;1;2;0;687;154;841;0;39;84;222;0;496;0;0;0;0;0;516;750;7.5;7.5;1;1;
19;1;A01g;1;3;363;Amsterdam;Begijnhofbuurt;1012;1;7;23;0;121253;487198;3;136;29174;18;200;1;3;0;1;53;31;6;7;1;2;2;0;0;71;17;3;2;0;74;71;5;60;56;19;13;0;1;0;1780;65;1845;0;18;941;418;0;468;0;0;0;0;0;0;750;7.5;7.5;1;1;
20;1;A01g;1;3;363;Amsterdam;Begijnhofbuurt;1012;1;7;23;0;121211;486990;4;180;29174;34;217;2;0;0;0;36;15;6;4;2;1;0;0;1;35;31;29;36;19;48;45;3;84;78;28;7;0;1;0;982;67;1049;0;2;514;177;1;355;0;0;0;0;0;162;750;7.5;7.5;1;1;
21;1;A01f;1;3;363;Amsterdam;Spuistraat_Zuid;1012;1;7;23;0;121039;486971;2;144;35272;20;198;1;3;3;1;55;24;12;12;5;1;2;1;1;51;12;3;8;3;81;77;6;48;45;16;11;0;1;0;779;76;855;0;34;94;190;5;532;0;0;0;0;0;416;750;7.5;7.5;1;1;
22;1;A01h;1;3;363;Amsterdam;Kalverdriehoek;1012;1;7;23;0;121229;486802;6;213;43246;36;309;3;1;4;1;107;35;17;8;4;2;4;0;3;83;26;6;3;2;130;123;9;77;72;25;21;1;1;0;2025;69;2094;0;21;923;309;215;626;0;0;0;0;0;59;750;7.5;7.5;1;1;
23;1;A02d;1;15;363;Amsterdam;Leidsegracht_Noord;1016;1;7;23;0;120695;486776;4;230;84522;119;379;6;7;5;4;63;43;31;18;15;5;4;2;3;83;42;16;21;11;119;113;7;99;91;35;20;1;2;0;906;98;1004;2;2;94;731;0;175;0;0;0;0;0;244;750;7.5;7.5;1;1;
24;1;A02d;1;15;363;Amsterdam;Leidsegracht_Noord;1016;1;7;23;0;120840;486788;3;200;84522;106;306;1;4;2;1;57;52;25;14;12;3;4;1;2;52;35;12;18;11;113;107;8;71;66;25;15;1;1;0;415;270;685;0;39;43;336;0;267;0;0;0;0;0;10;750;7.5;7.5;1;1;
25;1;A02c;1;15;363;Amsterdam;Felix_Meritisbuurt;1016;1;7;23;0;120968;487098;3;255;70263;92;398;3;4;3;2;77;58;30;23;8;3;3;1;7;88;51;22;7;8;143;136;10;105;97;37;22;1;3;0;332;117;449;0;9;40;234;0;166;0;0;0;0;0;495;750;7.5;7.5;1;1;
26;1;A02c;1;15;363;Amsterdam;Felix_Meritisbuurt;1016;1;7;23;0;120851;487101;6;335;70263;170;534;12;8;4;2;92;87;40;38;9;6;4;2;3;92;68;25;34;8;196;186;13;133;123;47;25;1;3;0;2202;451;2653;5;6;166;1977;59;440;0;0;0;0;0;0;750;7.5;7.5;1;1;
27;1;A02c;1;15;363;Amsterdam;Felix_Meritisbuurt;1016;1;7;23;0;120717;487119;5;454;70263;180;677;9;6;1;4;108;125;52;32;16;14;13;1;1;120;75;39;36;25;241;228;16;163;151;57;31;1;3;0;782;174;956;0;23;147;383;2;401;0;0;0;0;0;119;750;7.5;7.5;1;1;
28;1;A02c;1;15;363;Amsterdam;Felix_Meritisbuurt;1016;1;7;23;0;120735;487377;2;142;70263;38;223;1;0;0;0;35;48;17;10;12;4;6;1;2;35;23;11;12;6;81;77;5;50;46;17;10;0;1;0;399;48;447;0;5;120;60;0;262;0;0;0;0;0;460;750;7.5;7.5;1;1;
29;1;A02c;1;15;363;Amsterdam;Felix_Meritisbuurt;1016;1;7;23;0;120872;487367;2;80;70263;53;138;1;0;2;3;25;15;20;11;5;7;1;0;0;15;13;14;4;2;56;53;4;27;26;10;5;0;1;0;328;69;397;0;24;56;194;0;123;0;0;0;0;0;372;750;7.5;7.5;1;1;
30;1;A02c;1;15;363;Amsterdam;Felix_Meritisbuurt;1016;1;7;23;0;121005;487331;1;54;70263;30;88;0;2;1;2;9;18;10;3;4;1;0;2;1;8;16;6;4;1;31;29;2;21;19;7;2;0;0;0;390;93;483;0;4;12;317;0;150;0;0;0;0;0;0;750;7.5;7.5;1;1;
31;1;A02b;1;15;363;Amsterdam;Leliegracht_eo;1016;1;7;23;0;121014;487460;2;141;70356;54;219;3;5;0;1;36;48;15;13;5;1;0;1;1;46;28;8;6;2;86;81;6;53;50;19;11;0;1;0;347;78;425;0;6;15;320;0;84;0;0;0;0;0;0;750;7.5;7.5;1;1;
32;1;A02b;1;15;363;Amsterdam;Leliegracht_eo;1016;1;7;23;0;120909;487517;3;100;70356;55;163;2;4;1;1;26;28;7;12;6;3;0;1;1;26;20;12;8;5;54;52;3;41;39;15;7;0;1;0;473;81;554;0;2;19;390;0;143;0;0;0;0;0;6;750;7.5;7.5;1;1;
33;1;A02b;1;15;363;Amsterdam;Leliegracht_eo;1016;1;7;23;0;120763;487564;3;33;70356;32;53;2;0;0;0;8;11;2;2;1;1;1;0;1;10;5;4;3;2;17;16;1;14;12;5;2;0;0;0;554;34;588;0;9;15;321;0;243;0;0;0;0;0;0;750;7.5;7.5;1;1;
34;1;A02b;1;11;363;Amsterdam;Leliegracht_eo;1015;1;7;23;0;120880;487777;3;443;70356;154;661;6;4;1;2;144;66;38;31;9;8;5;4;3;237;43;27;21;12;198;189;14;189;175;68;38;2;8;0;313;156;469;0;11;13;217;0;228;0;0;0;0;0;125;750;7.5;7.5;1;1;
35;1;A02b;1;11;363;Amsterdam;Leliegracht_eo;1015;1;7;23;0;121002;487714;4;248;70356;116;409;4;8;8;5;66;61;27;21;16;10;5;3;3;64;45;23;23;17;127;120;9;91;84;32;13;1;3;0;786;204;990;1;13;29;655;9;283;0;0;0;0;0;18;750;7.5;7.5;1;1;
36;1;A02b;1;11;363;Amsterdam;Leliegracht_eo;1015;1;7;23;0;121125;487657;3;186;70356;128;320;3;9;2;4;34;62;28;22;7;4;9;5;4;37;49;15;22;4;105;100;7;74;68;26;7;1;1;0;412;95;507;0;3;40;408;2;54;0;0;0;0;0;68;750;7.5;7.5;1;1;
37;1;A02a;1;11;363;Amsterdam;Langestraat_eo;1015;1;7;23;0;121277;487882;4;498;60131;198;802;14;11;5;9;142;123;61;48;24;19;14;6;7;132;101;38;34;14;271;256;19;178;164;63;26;2;4;0;423;272;695;0;23;9;485;1;177;0;0;0;0;0;74;750;7.5;7.5;1;1;
38;1;A02a;1;11;363;Amsterdam;Langestraat_eo;1015;1;7;23;0;121141;487940;4;302;60131;171;509;19;6;5;2;43;77;41;55;21;12;6;6;6;55;71;36;39;9;154;146;11;118;110;42;9;1;2;0;339;136;475;0;28;14;262;47;124;418;0;0;0;0;69;750;7.5;7.5;1;1;
39;1;A02a;1;11;363;Amsterdam;Langestraat_eo;1015;1;7;23;0;121012;488024;4;352;60131;198;561;4;16;5;4;65;71;30;51;26;7;10;8;8;83;67;35;44;27;157;149;11;135;125;48;14;1;2;0;744;203;947;0;4;17;739;2;185;0;0;0;0;0;10;750;7.5;7.5;1;1;
40;1;A03f;1;16;363;Amsterdam;Reguliersbuurt;1017;1;7;23;0;121216;486655;2;118;34240;20;171;3;1;0;0;57;22;8;1;1;3;0;1;0;58;15;0;0;1;66;63;4;44;40;15;14;0;2;0;1222;88;1310;0;14;170;717;50;359;0;0;0;0;0;440;750;7.5;7.5;1;1;
41;1;A03f;1;16;363;Amsterdam;Reguliersbuurt;1017;1;7;23;0;121422;486636;3;149;34240;18;220;1;3;0;2;67;49;0;3;1;3;2;1;1;63;17;6;0;1;90;86;6;53;49;19;15;2;2;0;1007;52;1059;0;42;139;231;0;647;0;0;0;0;0;119;750;7.5;7.5;1;1;
42;1;A03e;1;16;363;Amsterdam;Rembrandtpleinbuurt;1017;1;7;23;0;121694;486576;8;335;43715;75;489;11;4;0;2;134;88;20;19;10;5;3;2;2;131;36;11;8;3;194;185;13;116;108;40;32;1;5;0;3856;116;3972;0;5;42;2694;0;1231;0;0;0;0;0;1710;750;7.5;7.5;1;1;
43;1;A03d;1;16;363;Amsterdam;Amstelveldbuurt;1017;1;7;23;0;121742;486410;6;244;76735;143;405;8;7;1;7;55;58;31;23;22;9;6;3;3;76;43;15;24;14;128;122;9;100;92;35;15;1;2;0;948;135;1083;0;12;31;765;2;273;0;0;0;0;0;311;750;7.5;7.5;1;1;
44;1;A03d;1;16;363;Amsterdam;Amstelveldbuurt;1017;1;7;23;0;121780;486287;9;655;76735;379;1107;22;17;12;19;148;176;94;63;26;22;32;11;17;162;136;72;49;29;371;352;25;268;249;92;36;2;5;1;677;292;969;0;27;157;415;0;370;0;0;0;0;0;60;750;7.5;7.5;1;1;
45;1;A03c;1;16;363;Amsterdam;Van_Loonbuurt;1017;1;7;23;0;121462;486238;5;395;105910;241;692;5;12;9;10;93;89;58;36;29;11;13;9;4;138;72;40;39;25;213;202;14;179;167;62;27;2;4;0;330;214;544;0;12;113;215;0;204;0;0;0;0;0;76;750;7.5;7.5;1;1;
46;1;A03c;1;16;363;Amsterdam;Van_Loonbuurt;1017;1;7;23;0;121418;486378;3;112;105910;50;188;2;2;3;3;29;26;21;12;7;0;1;3;5;24;24;11;12;3;68;64;4;46;43;16;7;0;1;0;850;88;938;0;0;22;726;0;190;0;0;0;0;0;29;750;7.5;7.5;1;1;
47;1;A03c;1;16;363;Amsterdam;Van_Loonbuurt;1017;1;7;23;0;121446;486515;2;44;105910;22;72;0;0;0;0;19;14;7;1;0;0;2;0;2;11;8;4;2;2;31;29;2;16;15;5;3;0;0;0;768;24;792;0;0;10;535;0;247;0;0;0;0;0;285;750;7.5;7.5;1;1;
48;1;A03b;1;16;363;Amsterdam;Gouden_Bocht;1017;1;7;23;0;121204;486572;3;60;74859;20;106;0;1;2;3;22;17;5;6;4;0;5;2;1;18;14;4;2;0;40;38;3;24;22;8;5;0;1;0;882;89;971;0;5;36;703;0;227;0;0;0;0;0;0;750;7.5;7.5;1;1;
49;1;A03b;1;16;363;Amsterdam;Gouden_Bocht;1017;1;7;23;0;121211;486425;3;24;74859;31;42;4;0;0;0;9;2;2;2;4;1;0;0;0;6;3;2;3;4;11;10;1;9;8;3;2;0;0;0;793;44;837;0;2;18;682;2;133;0;0;0;0;0;0;750;7.5;7.5;1;1;
50;1;A03c;1;16;363;Amsterdam;Van_Loonbuurt;1017;1;7;23;0;121176;486293;4;257;105910;132;462;10;12;7;7;76;62;29;23;15;6;7;4;5;62;56;32;28;21;147;139;10;112;105;39;16;1;2;0;1207;151;1358;0;24;78;1084;0;172;0;0;0;0;0;9;750;7.5;7.5;1;1;
51;1;A03a;1;16;363;Amsterdam;Spiegelbuurt;1017;1;7;23;0;120902;486386;6;353;59850;130;594;15;17;10;5;105;92;49;21;14;12;6;2;7;105;69;28;18;19;202;192;14;139;129;48;25;1;3;0;831;188;1019;0;17;219;474;0;309;0;0;0;0;0;578;750;7.5;7.5;1;1;
52;1;A03a;1;16;363;Amsterdam;Spiegelbuurt;1017;1;7;23;0;121042;486546;4;138;59850;78;227;7;3;2;0;31;44;9;10;10;9;0;2;4;47;25;10;4;10;70;66;4;56;52;19;10;1;1;0;909;154;1063;0;3;82;836;4;138;0;0;0;0;0;0;750;7.5;7.5;1;1;
53;1;A03g;1;16;363;Amsterdam;Leidsegracht_Zuid;1017;1;7;23;0;121004;486774;2;100;69043;46;160;0;2;1;0;35;29;17;10;4;2;4;0;0;23;17;9;5;2;66;62;4;34;32;12;7;0;1;0;449;57;506;0;16;29;183;9;269;0;0;0;0;0;78;750;7.5;7.5;1;1;
54;1;A03g;1;16;363;Amsterdam;Leidsegracht_Zuid;1017;1;7;23;0;120898;486662;2;97;69043;41;152;5;3;1;0;27;19;11;12;7;1;3;0;0;13;16;9;9;16;52;49;4;29;27;10;4;0;1;0;528;134;662;0;25;156;303;0;178;0;0;0;0;0;0;750;7.5;7.5;1;1;
55;1;A03g;1;16;363;Amsterdam;Leidsegracht_Zuid;1017;1;7;23;0;120789;486596;3;216;69043;96;349;5;8;2;2;67;57;24;18;10;5;4;2;1;69;40;13;12;10;125;119;8;83;77;29;16;1;2;0;401;148;549;0;11;101;233;0;204;0;0;0;0;0;113;750;7.5;7.5;1;1;
56;1;A04i;1;8;363;Amsterdam;Waterloopleinbuurt;1011;1;7;23;0;122077;486708;6;367;37899;132;545;10;5;3;0;93;77;42;40;15;3;14;6;3;90;65;30;36;13;181;172;12;130;121;46;20;2;3;0;348;160;508;0;4;19;196;20;269;0;0;0;0;197;0;750;7.5;7.5;1;1;
57;1;A04i;1;8;363;Amsterdam;Waterloopleinbuurt;1011;1;7;23;0;121865;486765;7;211;37899;75;319;12;6;4;1;45;43;30;24;11;5;4;0;6;51;29;20;20;8;103;98;7;73;68;25;11;1;1;0;2011;65;2076;1;3;66;74;1042;890;0;0;0;0;0;0;750;7.5;7.5;1;1;
58;1;A04h;1;8;363;Amsterdam;Zuiderkerkbuurt;1011;1;7;23;0;121753;486910;9;1010;36116;358;1497;21;17;5;8;243;209;166;131;44;12;14;7;7;205;155;111;98;44;547;518;37;332;308;118;49;5;7;0;1115;362;1477;0;23;174;535;129;616;0;0;0;0;0;355;750;7.5;7.5;1;1;
59;1;A04e;1;7;363;Amsterdam;Nieuwmarkt;1011;1;7;23;0;121882;487238;4;688;32833;128;996;21;7;8;8;84;139;87;102;33;10;24;13;6;106;112;79;81;76;307;292;20;226;209;80;24;2;3;0;567;181;748;0;33;49;119;8;539;0;0;0;0;0;0;750;7.5;7.5;1;1;
60;1;A04e;1;7;363;Amsterdam;Nieuwmarkt;1011;1;7;23;0;122016;487170;3;401;32833;121;610;4;5;4;5;71;88;55;41;18;10;12;5;6;91;67;59;52;17;190;180;13;161;149;57;21;2;3;0;114;151;265;0;9;6;116;2;132;0;0;0;0;0;0;750;7.5;7.5;1;1;
61;1;A04d;1;7;363;Amsterdam;Lastage;1011;1;7;23;0;122104;487285;3;343;40619;98;549;7;16;5;3;88;86;39;28;15;8;11;5;3;89;65;39;31;11;177;168;11;134;124;47;23;2;3;0;71;135;206;0;8;4;104;0;90;0;0;0;0;0;0;750;7.5;7.5;1;1;
62;1;A04d;1;7;363;Amsterdam;Lastage;1011;1;7;23;0;121981;487511;5;352;40619;128;537;9;5;4;0;83;98;52;30;9;10;6;1;4;91;63;33;26;13;192;182;12;127;118;45;23;2;3;0;338;139;477;0;8;27;160;22;260;163;0;0;0;0;43;750;7.5;7.5;1;1;
63;1;A04b;1;7;363;Amsterdam;Scheepvaarthuisbuurt;1011;1;7;23;0;122215;487408;12;432;44653;167;736;11;12;5;6;133;87;51;42;13;12;8;6;8;190;67;36;35;14;232;221;15;196;182;69;42;4;6;0;180;174;354;0;18;6;138;0;192;0;0;0;0;0;774;750;7.5;7.5;1;1;
64;1;A04a;1;6;363;Amsterdam;Oosterdokseiland;1011;1;7;23;0;122258;487720;15;273;62946;89;478;12;16;1;1;74;104;38;18;6;18;11;2;3;71;57;18;24;4;170;162;11;101;94;36;18;2;2;0;3706;96;3802;0;11;136;1999;424;1232;0;0;0;0;983;1171;750;7.5;7.5;1;1;
65;1;A04c;1;14;363;Amsterdam;Rapenburg;1011;1;7;23;0;122568;487389;9;18;40994;5;35;1;1;1;0;4;9;3;2;0;2;3;0;0;1;4;3;1;0;13;12;1;5;5;2;1;0;0;0;238;15;253;0;2;0;7;0;244;0;0;0;0;0;0;750;7.5;7.5;1;1;
66;1;A04c;1;9;363;Amsterdam;Rapenburg;1011;1;7;23;0;122434;487194;8;611;40994;165;975;19;18;6;8;206;130;52;33;12;21;23;7;9;233;104;53;32;9;310;294;21;249;232;88;49;4;6;0;380;192;572;0;14;15;368;2;173;0;0;0;0;0;19;750;7.5;7.5;1;1;
67;1;A04f;1;9;363;Amsterdam;Uilenburg;1011;1;7;23;0;122108;487069;6;538;41932;174;771;14;4;7;4;91;127;69;60;18;14;10;4;4;102;90;70;62;21;255;241;17;189;176;67;21;2;2;0;427;172;599;0;22;18;148;29;382;291;0;0;0;0;29;750;7.5;7.5;1;1;
68;1;A04f;1;9;363;Amsterdam;Uilenburg;1011;1;7;23;0;122253;486992;5;286;41932;96;454;2;2;3;2;109;88;33;15;3;14;7;2;4;64;63;22;16;5;179;170;12;98;91;34;18;2;3;0;1512;71;1583;0;9;246;349;782;197;0;0;0;0;487;1165;750;7.5;7.5;1;1;
69;1;A04g;1;9;363;Amsterdam;Valkenburg;1011;1;7;23;0;122350;486877;7;795;38274;306;1201;15;21;18;3;176;153;102;76;52;21;17;11;8;183;131;72;80;62;370;350;26;273;253;97;39;4;5;0;716;239;955;0;36;11;432;287;189;0;0;0;0;288;20;750;7.5;7.5;1;1;
70;1;A05b;1;10;363;Amsterdam;Haarlemmerbuurt_Oost;1013;1;7;23;0;121295;488194;10;986;44747;393;1487;19;20;8;10;216;219;131;88;34;32;24;8;18;261;180;93;84;42;487;462;32;375;348;136;37;12;5;0;1103;374;1477;0;28;253;494;46;656;0;0;309;0;0;155;750;7.5;7.5;1;1;
71;1;A05a;1;10;363;Amsterdam;Westerdokseiland;1013;1;7;23;0;121403;488320;9;6;53752;4;8;0;0;0;0;1;1;0;1;0;0;0;0;0;3;1;0;1;0;1;1;0;3;3;2;0;0;0;0;2281;6;2287;0;14;0;1529;19;725;0;0;0;0;0;0;750;7.5;7.5;1;1;
72;1;A05a;1;18;363;Amsterdam;Westerdokseiland;1013;1;7;23;0;121312;488774;15;1008;53752;446;1870;61;41;29;25;160;334;132;129;50;47;54;22;24;179;266;123;136;58;574;545;37;428;397;155;26;9;3;0;1519;327;1846;1;78;25;881;487;374;0;0;0;0;0;572;600;7.5;7.5;1;1;
73;1;A05d;1;18;363;Amsterdam;Westelijke_Eilanden;1013;1;7;23;0;121003;488970;5;424;40807;146;701;15;20;4;7;56;102;38;57;16;25;18;7;5;73;102;77;59;20;191;182;13;186;173;68;10;3;1;0;94;154;248;0;21;1;122;0;104;0;0;0;0;0;30;600;7.5;7.5;1;1;
74;1;A05f;1;18;363;Amsterdam;Planciusbuurt_Noord;1013;1;7;23;0;120765;488888;2;262;27955;76;351;3;3;1;2;63;74;18;10;3;8;7;1;0;59;62;19;9;9;123;117;8;88;82;32;10;3;1;0;65;67;132;0;3;0;44;0;85;0;0;0;0;0;0;600;7.5;7.5;1;1;
75;1;A05d;1;18;363;Amsterdam;Westelijke_Eilanden;1013;1;7;23;0;121122;488644;9;630;40807;239;1009;16;14;10;9;140;135;82;54;30;21;10;6;10;157;113;90;85;27;309;294;20;267;248;97;23;8;2;0;206;195;401;0;12;6;179;30;174;262;0;0;0;0;60;600;7.5;7.5;1;1;
76;1;A05d;1;18;363;Amsterdam;Westelijke_Eilanden;1013;1;7;23;0;120963;488797;8;748;40807;314;1218;36;22;6;7;154;192;97;76;21;30;31;14;15;165;182;92;59;19;386;366;25;302;281;110;25;8;3;0;469;334;803;0;56;5;472;1;269;0;0;0;0;0;0;600;7.5;7.5;1;1;
77;1;A05c;1;12;363;Amsterdam;Haarlemmerbuurt_West;1013;1;7;23;0;120877;488547;4;426;39024;108;714;23;14;10;10;89;105;52;40;16;21;15;5;8;90;83;64;43;26;218;207;14;169;157;61;14;5;2;0;298;150;448;0;7;160;134;1;146;0;0;0;0;0;0;750;7.5;7.5;1;1;
78;1;A05c;1;12;363;Amsterdam;Haarlemmerbuurt_West;1013;1;7;23;0;120812;488465;4;585;39024;194;944;11;16;4;6;145;148;67;50;32;14;14;8;5;148;131;58;46;41;305;289;20;228;213;83;23;7;2;0;464;224;688;0;26;93;323;0;246;0;0;0;0;0;0;750;7.5;7.5;1;1;
79;1;A05c;1;12;363;Amsterdam;Haarlemmerbuurt_West;1013;1;7;23;0;121047;488405;2;153;39024;43;253;8;5;4;3;35;28;21;15;8;5;5;0;0;36;32;21;19;8;76;72;5;63;58;22;5;2;1;0;157;52;209;0;9;29;55;0;116;0;0;0;0;0;23;750;7.5;7.5;1;1;
80;1;A05c;1;12;363;Amsterdam;Haarlemmerbuurt_West;1013;1;7;23;0;120983;488305;2;332;39024;139;555;14;7;1;9;85;91;46;27;12;10;12;2;6;88;69;41;25;10;191;181;13;135;125;49;14;4;1;0;313;119;432;0;7;158;132;2;133;0;0;0;0;0;23;750;7.5;7.5;1;1;
81;1;A05g;1;12;363;Amsterdam;Planciusbuurt_Zuid;1013;1;7;23;0;120642;488640;2;124;22514;63;165;5;0;0;2;20;26;19;9;8;3;0;2;3;22;23;12;11;0;57;54;3;42;39;15;3;1;0;0;69;43;112;0;4;8;35;0;65;0;0;0;0;0;0;750;7.5;7.5;1;1;
82;1;A06a;1;19;363;Amsterdam;Driehoekbuurt;1015;1;7;23;0;120683;488334;5;827;36492;271;1241;23;24;6;15;162;209;88;69;30;23;25;6;2;188;187;70;78;36;402;383;26;321;299;113;34;4;3;0;218;274;492;0;48;10;199;15;220;0;0;0;0;0;0;750;7.5;7.5;1;1;
83;1;A06k;1;19;363;Amsterdam;Anjeliersbuurt_Noord;1015;1;7;23;0;120922;488082;4;445;44465;210;687;10;20;8;5;80;112;59;41;18;12;10;6;6;116;86;36;48;14;221;210;14;179;166;63;19;3;2;0;269;156;425;0;10;16;148;0;251;0;0;0;0;0;16;750;7.5;7.5;1;1;
