ZONE_ID;STADSDELEN;BC;GEBIED_ACTWAG;ZONE_VENOM;GEM2014;GEMEENTE;BUURT_ZONENAAM;PC4;LAND;PROV;COROP;HAVEN_IND;XCOORD;YCOORD;OPP;HUISH;INK_GEM;ACT_WAG;INWONERS;M_00_05;M_06_11;M_12_14;M_15_17;M_18_34;M_35_54;M_55_64;M_65_74;M_75_EO;V_00_05;V_06_11;V_12_14;V_15_17;V_18_34;V_35_54;V_55_64;V_65_74;V_75_EO;BBV_MAN;WERKZ_M;PT_MAN;BBV_VROUW;WERKZ_V;PT_VROUW;HOWEEK;MBOWEEK;HOWKND;MBOWKND;BANENTOT2;ZELFST;BANENTOT;LANDBOUW;INDUSTRIE;DETAIL;DIENSTEN;OVERHEID;OVERIG;BASIS_OW;SPEC_OW;VOORTG_OW;MBO;HBO_WO;hotelbedden;PT_KP;PZT_H;PZT_B;AVert;AAank;
211;3;E18b;3;46;363;Amsterdam;Bellamybuurt_Zuid;1053;1;7;23;0;119416;486627;11;1716;35700;546;2664;68;39;14;10;482;416;148;101;38;48;38;17;21;636;345;136;79;28;900;856;55;792;739;271;84;22;5;0;641;505;1146;0;53;191;405;56;441;374;0;0;0;0;2;600;5.7;5.7;1;1;
212;3;E19c;3;46;363;Amsterdam;Lootsbuurt;1053;1;7;23;0;119134;486298;7;1254;32939;420;1907;46;31;15;13;301;322;140;80;26;49;23;12;10;392;256;107;56;28;665;633;40;534;498;182;53;14;4;0;318;322;640;0;28;76;288;1;247;0;0;0;0;0;0;600;5.7;5.7;1;1;
213;3;E19b;3;46;363;Amsterdam;Borgerbuurt;1053;1;7;23;0;119476;486425;7;1004;28084;363;1697;31;29;17;22;231;201;109;107;61;35;35;14;21;209;221;142;112;100;521;495;31;459;427;157;33;9;2;0;593;184;777;1;10;214;118;38;396;379;0;0;0;0;0;600;5.7;5.7;1;1;
214;3;E19b;3;46;363;Amsterdam;Borgerbuurt;1053;1;7;23;0;119727;486534;5;737;28084;236;1206;16;25;12;15;149;127;107;74;38;29;28;11;19;141;156;105;91;63;367;349;22;333;310;114;22;7;1;0;298;101;399;0;17;181;85;2;114;0;0;0;0;0;0;600;5.7;5.7;1;1;
215;3;E19a;3;46;363;Amsterdam;Da_Costabuurt_Zuid;1053;1;7;23;0;119982;486663;4;745;37223;196;1079;17;15;6;4;260;182;55;23;5;11;13;8;3;283;133;30;23;8;408;388;25;306;286;105;40;11;3;0;231;237;468;0;24;49;192;0;203;0;0;0;0;0;0;600;5.7;5.7;1;1;
216;3;E19a;3;46;363;Amsterdam;Da_Costabuurt_Zuid;1053;1;7;23;0;120170;486745;4;739;37223;206;1194;27;33;9;10;238;184;62;34;16;30;21;8;8;241;163;49;33;28;410;389;24;322;301;111;37;9;2;0;276;215;491;0;12;41;228;23;187;186;0;0;0;0;10;600;5.7;5.7;1;1;
217;3;E20a;3;37;363;Amsterdam;Helmersbuurt_Oost;1054;1;7;23;0;120221;486443;11;1452;51693;614;2598;68;54;24;24;452;374;137;82;26;58;73;34;36;534;387;90;107;38;803;763;52;723;673;254;88;11;8;0;890;501;1391;0;67;150;510;2;662;0;0;0;0;0;366;600;5.7;5.7;1;1;
218;3;E20b;3;37;363;Amsterdam;WG-terrein;1054;1;7;23;0;119911;486326;8;666;39127;326;1115;31;28;14;13;136;159;81;60;29;18;21;9;11;165;141;79;71;49;338;321;22;292;272;102;27;3;2;0;1896;404;2300;0;60;151;661;85;1343;0;0;447;0;0;344;600;5.7;5.7;1;1;
219;3;E20b;3;37;363;Amsterdam;WG-terrein;1054;1;7;23;0;119706;486249;8;853;39127;358;1359;32;33;13;15;180;197;106;64;25;24;15;7;16;207;161;129;100;35;423;401;27;384;357;135;35;4;3;0;430;261;691;0;15;14;206;2;454;0;0;0;0;0;0;600;5.7;5.7;1;1;
220;3;E20c;3;37;363;Amsterdam;Cremerbuurt_Oost;1054;1;7;23;0;119497;486139;7;1371;43506;516;2290;63;51;32;22;417;372;95;62;20;54;40;20;23;480;365;98;49;27;727;692;47;636;592;223;80;11;7;0;320;393;713;0;29;30;306;2;346;0;0;0;0;0;0;600;5.7;5.7;1;1;
221;3;E21a;3;38;363;Amsterdam;Cremerbuurt_West;1054;1;7;23;0;119241;486040;9;1701;41412;557;2717;88;31;19;24;488;453;115;86;33;65;49;16;16;586;379;133;105;31;909;865;56;807;753;274;78;11;10;1;639;514;1153;0;26;248;410;20;449;0;0;0;0;0;40;600;5.7;5.7;1;1;
222;3;E21a;3;38;363;Amsterdam;Cremerbuurt_West;1054;1;7;23;0;119008;485935;12;1809;41412;658;3039;98;54;13;22;607;489;141;62;25;82;68;12;25;679;449;117;70;26;1031;980;63;886;827;301;93;13;12;1;431;611;1042;1;44;49;466;66;416;474;0;0;0;0;2;600;5.7;5.7;1;1;
223;3;E21b;3;38;363;Amsterdam;Vondelparkbuurt_West;1054;1;7;23;0;119135;485746;10;1249;47600;522;2250;71;41;18;20;381;329;95;89;29;62;44;25;21;436;292;134;106;57;712;678;44;655;611;223;59;8;7;1;736;425;1161;0;22;29;430;2;678;0;0;0;0;0;395;600;5.7;5.7;1;1;
224;3;E22b;3;37;363;Amsterdam;Vondelparkbuurt_Midden;1054;1;7;23;0;119695;485968;9;463;66544;219;919;17;33;18;17;101;113;53;58;42;21;21;16;13;113;125;52;35;71;257;244;16;212;197;74;19;3;1;0;1067;198;1265;0;32;25;323;0;885;0;0;0;0;0;84;600;5.7;5.7;1;1;
225;3;E22a;3;37;363;Amsterdam;Vondelparkbuurt_Oost;1054;1;7;23;0;120368;486188;13;472;69496;244;852;20;27;12;10;146;122;50;50;24;15;11;14;9;112;113;53;39;25;284;270;18;204;190;71;23;3;2;0;1864;241;2105;0;50;101;1028;32;894;0;0;0;0;0;3444;600;5.7;5.7;1;1;
226;3;E36a;3;36;363;Amsterdam;Woon-_en_groengebied_Sloterdijk;1014;1;7;23;0;118492;488867;53;252;51788;145;451;17;6;1;0;119;69;18;8;4;21;8;1;0;113;51;4;5;6;178;170;11;128;121;38;6;2;0;0;1446;87;1533;0;50;1;1165;0;317;0;0;0;0;0;437;450;5.7;5.7;1;1;
227;3;E36b;3;171;363;Amsterdam;Bedrijventerrein_Sloterdijk_I;1014;1;7;23;0;118737;489362;20;3;46648;1;6;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;658;18;676;0;223;46;54;230;123;0;0;0;2813;0;0;10;5.7;0.0;1;1;
228;3;E36b;3;171;363;Amsterdam;Bedrijventerrein_Sloterdijk_I;1014;1;7;23;0;118732;489672;16;37;46648;11;68;0;0;0;0;18;21;9;0;0;1;0;0;1;8;7;1;2;0;13;12;1;3;3;0;0;0;0;0;948;121;1069;0;192;29;420;0;428;0;0;0;32;0;0;10;5.7;0.0;1;1;
229;3;E36b;3;171;363;Amsterdam;Bedrijventerrein_Sloterdijk_I;1014;1;7;23;0;118334;489661;16;0;46648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2411;67;2478;0;130;0;2006;21;321;0;0;0;0;0;380;10;5.7;0.0;1;1;
230;3;E36b;3;171;363;Amsterdam;Bedrijventerrein_Sloterdijk_I;1014;1;7;23;0;118314;489331;15;7;46648;2;14;1;0;0;0;6;0;1;0;0;0;0;0;0;4;2;0;0;0;2;2;0;1;1;0;0;0;0;0;2627;53;2680;0;237;16;1293;700;434;0;0;0;0;0;0;10;5.7;0.0;1;1;
231;3;E37a;3;41;363;Amsterdam;Bedrijventerrein_Landlust;1055;1;7;23;0;119103;488373;10;141;36176;46;184;1;0;0;0;70;16;1;3;1;0;0;0;1;79;8;2;0;2;72;68;4;60;56;20;11;4;0;0;602;75;677;0;33;32;414;67;131;0;0;0;0;0;84;450;5.7;5.7;1;1;
232;3;E37f;3;41;363;Amsterdam;Gibraltarbuurt;1055;1;7;23;0;118882;488645;7;553;29321;169;915;25;15;10;10;193;154;45;20;13;31;16;6;6;189;135;13;22;12;332;316;21;246;229;84;28;13;1;0;291;182;473;0;28;47;233;0;165;0;0;0;0;0;0;450;5.7;5.7;1;1;
233;3;E37g;3;41;363;Amsterdam;Landlust_Noord;1055;1;7;23;0;118987;488216;10;1291;31225;571;2397;80;84;26;36;410;347;95;55;33;75;55;34;31;478;360;96;63;39;746;709;46;689;644;235;66;33;3;1;268;280;548;0;29;129;178;3;209;0;0;0;0;0;0;450;5.7;5.7;1;1;
234;3;E37f;3;41;363;Amsterdam;Gibraltarbuurt;1055;1;7;23;0;118644;488429;8;1085;29321;450;1933;72;37;19;12;355;303;90;38;18;55;51;16;19;421;309;52;39;27;632;601;39;564;526;193;58;27;2;1;337;299;636;1;25;8;328;1;273;0;0;0;0;0;0;450;5.7;5.7;1;1;
235;3;E37f;3;41;363;Amsterdam;Gibraltarbuurt;1055;1;7;23;0;118485;488609;9;1073;29321;428;1835;63;49;21;16;284;300;107;64;43;58;45;18;26;301;277;72;59;32;611;580;37;492;460;168;44;22;2;1;194;185;379;0;18;7;110;32;212;397;0;0;0;0;0;450;5.7;5.7;1;1;
236;3;E37c;3;34;363;Amsterdam;Bosleeuw;1055;1;7;23;0;118250;488589;5;446;32177;238;876;26;28;15;15;141;120;43;22;10;21;22;11;13;196;125;33;28;7;266;252;17;260;243;89;33;13;2;0;120;109;229;0;17;30;92;0;90;0;0;0;0;0;0;450;5.7;5.7;1;1;
237;3;E37c;3;34;363;Amsterdam;Bosleeuw;1055;1;7;23;0;118266;488454;6;244;32177;18;272;4;1;2;0;110;5;0;0;0;3;1;0;0;141;5;0;0;0;0;0;0;0;0;0;0;0;0;0;100;63;163;0;1;1;55;34;72;256;0;0;0;0;128;450;5.7;5.7;1;1;
238;3;E37c;3;34;363;Amsterdam;Bosleeuw;1055;1;7;23;0;118165;488222;3;248;32177;151;540;11;15;9;7;80;61;31;24;9;15;18;10;6;101;66;44;21;12;158;150;10;157;146;54;18;7;1;0;22;44;66;0;7;4;31;0;24;0;0;0;0;0;0;450;5.7;5.7;1;1;
239;3;E37c;3;34;363;Amsterdam;Bosleeuw;1055;1;7;23;0;118133;488020;3;102;32177;41;223;11;5;7;2;32;40;13;2;2;9;8;2;1;44;37;6;1;1;69;66;5;59;55;20;8;2;1;0;836;53;889;0;11;285;235;248;110;0;0;0;0;0;421;450;5.7;5.7;1;1;
240;3;E37c;3;34;363;Amsterdam;Bosleeuw;1055;1;7;23;0;118393;488083;5;759;32177;354;1430;35;31;17;16;264;196;76;41;18;32;27;19;15;305;199;78;37;24;463;439;30;417;388;143;55;21;4;0;127;178;305;0;32;23;121;3;126;0;0;0;0;0;0;450;5.7;5.7;1;1;
241;3;E37c;3;34;363;Amsterdam;Bosleeuw;1055;1;7;23;0;118317;488245;5;606;32177;304;1344;51;58;29;20;183;187;64;38;21;49;55;31;25;224;191;58;35;25;383;363;24;351;327;120;39;16;3;0;57;111;168;0;24;2;69;0;73;0;0;0;0;0;0;450;5.7;5.7;1;1;
242;3;E37c;3;34;363;Amsterdam;Bosleeuw;1055;1;7;23;0;118571;488254;6;505;32177;249;1071;40;39;19;14;148;170;52;32;21;33;34;13;12;186;158;52;23;25;325;308;21;283;264;97;32;13;2;0;107;128;235;0;21;9;96;13;96;376;0;0;0;0;0;450;5.7;5.7;1;1;
243;3;E37e;3;42;363;Amsterdam;Erasmusparkbuurt_Oost;1056;1;7;23;0;118874;487985;3;488;39603;212;895;29;20;13;17;158;143;36;19;10;28;31;10;10;182;135;30;20;4;292;277;19;248;231;85;33;13;3;0;109;125;234;0;5;5;105;0;119;0;0;0;0;0;0;450;5.7;5.7;1;1;
244;3;E37d;3;42;363;Amsterdam;Landlust_Zuid;1056;1;7;23;0;119093;487959;10;1096;33510;465;1959;90;48;19;25;304;331;98;63;19;77;43;21;18;347;299;64;61;32;639;607;41;519;484;178;63;25;5;0;229;231;460;0;30;8;154;22;246;141;0;0;0;0;0;450;5.7;5.7;1;1;
245;3;E37d;3;42;363;Amsterdam;Landlust_Zuid;1056;1;7;23;0;119110;487770;11;1252;33510;539;2155;66;54;21;21;353;375;84;56;34;78;41;14;19;419;355;69;57;39;716;682;42;619;577;209;60;18;6;1;225;340;565;0;20;41;249;1;254;0;0;0;0;0;0;450;5.7;5.7;1;1;
246;3;E37e;3;42;363;Amsterdam;Erasmusparkbuurt_Oost;1056;1;7;23;0;118864;487667;6;469;39603;233;1032;27;55;23;16;118;169;44;32;17;34;48;20;20;140;169;50;38;12;305;291;18;280;262;95;20;7;2;0;90;150;240;0;10;2;128;2;98;0;0;0;0;0;0;450;5.7;5.7;1;1;
247;3;E38c;3;42;363;Amsterdam;Erasmusparkbuurt_West;1056;1;7;23;0;118764;487875;5;399;36747;175;641;22;7;0;2;137;96;18;15;10;16;12;6;5;148;101;23;13;10;209;199;13;190;178;66;28;11;2;0;41;122;163;0;15;9;58;0;81;0;0;0;0;0;0;450;5.7;5.7;1;1;
248;3;E38c;3;42;363;Amsterdam;Erasmusparkbuurt_West;1056;1;7;23;0;118702;488067;3;459;36747;224;810;23;13;10;7;146;120;25;28;8;16;18;5;13;188;127;24;29;10;252;239;16;251;234;86;33;13;2;0;67;106;173;0;10;15;55;1;92;0;0;0;0;0;0;450;5.7;5.7;1;1;
249;3;E38c;3;43;363;Amsterdam;Erasmusparkbuurt_West;1056;1;7;23;0;118536;487920;4;547;36747;240;979;38;11;9;9;174;159;38;27;12;34;15;9;6;214;149;32;30;13;318;302;20;283;264;97;37;14;3;0;97;139;236;0;14;28;97;2;95;0;0;0;0;0;0;450;5.7;5.7;1;1;
250;3;E38c;3;43;363;Amsterdam;Erasmusparkbuurt_West;1056;1;7;23;0;118356;487889;8;906;36747;428;1651;48;32;22;16;303;265;53;32;25;50;37;14;18;365;250;54;40;27;522;495;34;478;446;164;64;25;5;0;399;242;641;1;29;138;158;58;257;346;0;0;0;0;0;450;5.7;5.7;1;1;
251;3;E38c;3;43;363;Amsterdam;Erasmusparkbuurt_West;1056;1;7;23;0;118511;487548;13;0;36747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0;0;0;8;0;0;0;0;0;0;450;5.7;5.7;1;1;
252;3;E38d;3;43;363;Amsterdam;Robert_Scottbuurt_Oost;1056;1;7;23;0;118199;487461;7;997;34653;410;1791;55;22;21;21;318;258;85;50;24;61;34;15;19;427;232;80;44;25;581;553;36;532;496;184;52;28;4;0;154;246;400;0;18;7;154;29;192;182;0;0;0;0;0;450;5.7;5.7;1;1;
253;3;E39a;3;43;363;Amsterdam;Robert_Scottbuurt_West;1056;1;7;23;0;118053;487455;8;423;27703;209;886;18;26;18;24;131;111;60;36;17;18;21;14;20;135;137;54;30;16;288;274;17;250;232;86;18;11;1;0;58;96;154;0;23;2;42;2;85;0;0;0;0;0;0;450;5.7;5.7;1;1;
254;3;E39a;3;43;363;Amsterdam;Robert_Scottbuurt_West;1056;1;7;23;0;118114;487748;6;974;27703;155;1186;18;8;4;3;353;100;24;14;23;27;8;5;0;397;69;14;24;95;386;366;25;331;309;114;72;28;4;0;514;162;676;0;0;10;333;143;190;0;0;0;0;0;240;450;5.7;5.7;1;1;
255;3;E39b;3;40;363;Amsterdam;Laan_van_Spartaan;1061;1;7;23;0;117759;487496;8;599;35509;150;1111;68;48;22;14;179;106;44;33;19;41;37;15;15;216;128;48;48;30;276;260;21;288;267;100;35;24;2;0;115;79;194;0;7;2;32;2;151;0;0;0;3144;0;0;250;5.7;5.7;1;1;
256;3;E39b;3;40;363;Amsterdam;Laan_van_Spartaan;1061;1;7;23;0;117641;487517;8;710;35509;321;1150;52;36;4;5;298;169;4;6;3;53;24;8;4;351;109;13;8;3;356;335;28;308;283;106;57;36;0;0;43;89;132;0;4;0;63;0;65;0;0;0;0;0;0;250;5.7;5.7;1;1;
257;3;E39c;3;40;363;Amsterdam;Kolenkitbuurt_Zuid;1061;1;7;23;0;117666;487868;7;571;33225;320;1222;39;36;10;24;203;196;45;30;30;42;27;15;22;218;158;52;32;43;368;347;28;304;282;106;36;27;1;0;115;117;232;0;7;6;67;10;142;0;0;0;0;0;0;250;5.7;5.7;1;1;
258;3;E39c;3;40;363;Amsterdam;Kolenkitbuurt_Zuid;1061;1;7;23;0;117881;487804;6;501;33225;218;1013;37;30;15;14;237;103;41;21;14;45;26;11;21;219;102;40;23;14;307;289;23;256;236;89;40;28;1;0;133;84;217;0;23;1;56;0;137;0;0;0;0;0;0;250;5.7;5.7;1;1;
259;3;E39d;3;40;363;Amsterdam;Kolenkitbuurt_Noord;1061;1;7;23;0;117804;488064;7;650;29131;231;1363;43;36;26;19;341;170;43;22;16;45;40;18;23;298;159;39;16;9;438;414;33;338;313;118;55;39;2;0;94;129;223;0;10;10;78;30;95;336;0;0;0;0;120;250;5.7;5.7;1;1;
260;3;E39d;3;40;363;Amsterdam;Kolenkitbuurt_Noord;1061;1;7;23;0;117888;488245;9;726;29131;393;1849;84;85;38;50;227;274;92;57;29;89;82;53;47;248;244;89;42;19;516;487;39;423;392;147;42;33;1;0;118;102;220;0;21;4;40;38;117;289;0;0;0;0;0;250;5.7;5.7;1;1;
261;3;E39d;3;40;363;Amsterdam;Kolenkitbuurt_Noord;1061;1;7;23;0;117878;488442;14;364;29131;201;944;34;55;23;23;109;148;55;20;9;50;45;23;20;126;144;38;16;6;261;247;19;217;201;75;21;16;1;0;65;111;176;0;26;0;52;0;98;0;0;0;0;0;392;250;5.7;5.7;1;1;
262;3;E40a;3;42;363;Amsterdam;Geuzenhofbuurt;1056;1;7;23;0;119444;487301;9;1142;38841;411;1715;52;17;6;3;373;273;57;33;20;31;27;3;4;460;247;30;45;34;593;565;35;529;493;179;65;18;6;1;125;294;419;0;21;9;219;2;168;0;0;0;0;0;2;450;5.7;5.7;1;1;
263;3;E40b;3;42;363;Amsterdam;Trompbuurt;1056;1;7;23;0;119203;487377;12;1742;37413;714;3226;109;83;32;24;583;466;120;80;51;97;86;29;32;764;396;126;87;61;1026;976;60;945;881;319;105;31;11;1;608;564;1172;0;40;209;411;43;469;371;0;0;0;0;0;450;5.7;5.7;1;1;
264;3;E40c;3;42;363;Amsterdam;Pieter_van_der_Doesbuurt;1056;1;7;23;0;118937;487377;8;1055;35509;439;1901;72;40;18;18;297;339;99;59;32;53;48;18;25;373;266;68;46;30;653;621;38;524;488;177;52;16;6;1;308;313;621;0;30;47;231;22;291;0;0;0;0;0;0;450;5.7;5.7;1;1;
265;3;E41a;3;43;363;Amsterdam;John_Franklinbuurt;1056;1;7;23;0;118716;487309;7;1187;29607;513;1952;69;36;18;16;337;291;116;71;22;57;36;11;14;398;296;77;52;35;661;628;41;555;517;192;51;27;5;0;264;275;539;0;36;18;195;27;263;226;0;0;0;0;0;450;5.7;5.7;1;1;
266;3;E41b;3;43;363;Amsterdam;Jan_Maijenbuurt;1056;1;7;23;0;118532;487242;8;1361;30083;522;2301;53;48;32;21;378;345;136;63;23;63;54;21;28;449;375;104;72;36;749;712;47;682;635;236;57;31;4;0;316;246;562;3;39;99;166;0;255;0;0;0;0;0;0;450;5.7;5.7;1;1;
267;3;E41c;3;43;363;Amsterdam;Orteliusbuurt_Noord;1056;1;7;23;0;118300;487121;4;809;31892;324;1379;40;30;14;8;227;203;71;48;32;38;27;12;12;278;186;69;48;36;443;422;27;393;366;135;35;19;3;0;85;151;236;0;20;9;106;0;101;0;0;0;0;0;0;450;5.7;5.7;1;1;
268;3;E41d;3;43;363;Amsterdam;Mercatorpark;1056;1;7;23;0;118120;487170;10;1651;30369;192;2064;84;62;14;15;464;558;193;10;0;107;53;17;11;240;192;44;0;0;987;940;61;323;301;112;48;26;5;0;1209;35;1244;0;7;8;85;870;274;0;0;0;249;0;0;450;5.7;5.7;1;1;
269;3;E42c;3;45;363;Amsterdam;Orteliusbuurt_Midden;1057;1;7;23;0;118451;486829;6;1171;33796;470;1934;59;46;15;14;312;323;94;58;22;50;45;10;16;396;307;81;50;36;629;598;40;563;524;192;57;18;11;0;202;275;477;0;34;11;199;1;232;0;0;0;0;0;0;450;5.7;5.7;1;1;
270;3;E42d;3;45;363;Amsterdam;Orteliusbuurt_Zuid;1057;1;7;23;0;118530;486520;8;1114;33510;391;1896;44;33;11;12;344;272;95;47;53;47;25;22;15;414;233;74;58;97;605;575;38;526;490;181;60;20;11;0;294;288;582;4;24;20;243;2;289;0;0;0;0;0;0;450;5.7;5.7;1;1;
271;3;E42b;3;45;363;Amsterdam;Columbusplein_eo;1057;1;7;23;0;118721;486545;8;1087;38841;438;1823;60;31;18;23;298;293;128;58;32;54;34;16;13;341;285;65;40;34;628;596;39;492;459;169;51;17;10;0;501;236;737;0;20;248;140;25;304;269;0;0;0;0;0;450;5.7;5.7;1;1;
272;3;E42a;3;45;363;Amsterdam;Balboaplein_eo;1057;1;7;23;0;118663;486955;7;1146;34748;378;1976;52;45;24;14;378;313;97;46;29;60;38;23;22;404;276;73;46;36;666;632;42;543;506;186;63;21;12;0;391;270;661;0;34;157;138;0;332;0;0;0;0;0;0;450;5.7;5.7;1;1;
273;3;E42a;3;45;363;Amsterdam;Balboaplein_eo;1057;1;7;23;0;118764;487017;5;609;34748;242;1104;39;36;13;6;221;158;45;18;10;25;27;13;12;233;153;56;25;14;351;333;22;318;296;109;36;11;7;0;248;212;460;0;24;23;185;38;190;342;0;0;0;0;0;450;5.7;5.7;1;1;
274;3;E42b;3;45;363;Amsterdam;Columbusplein_eo;1057;1;7;23;0;118882;486662;7;941;38841;401;1702;57;51;24;28;278;258;79;64;36;65;36;20;15;311;221;86;46;27;554;526;35;449;418;154;47;15;9;0;139;223;362;0;36;15;142;0;169;0;0;0;0;0;0;450;5.7;5.7;1;1;
275;3;E43a;3;35;363;Amsterdam;Paramariboplein_eo;1058;1;7;23;0;118798;486238;8;945;39984;395;1754;70;34;13;10;358;231;68;33;20;73;40;11;13;398;245;65;43;29;564;536;34;515;479;174;57;12;7;0;812;272;1084;0;18;4;309;210;543;0;40;0;0;0;0;450;5.7;5.7;1;1;
276;3;E43b;3;35;363;Amsterdam;Postjeskade_eo;1058;1;7;23;0;118506;486193;5;558;38175;239;939;31;11;5;4;183;126;38;24;21;29;13;2;5;244;113;42;24;24;302;287;18;288;269;98;32;7;5;0;84;140;224;0;10;0;95;29;90;239;0;0;0;0;0;450;5.7;5.7;1;1;
277;3;E43b;3;35;363;Amsterdam;Postjeskade_eo;1058;1;7;23;0;118507;486008;12;1171;38175;566;2094;70;44;15;19;370;279;85;63;33;73;44;25;21;426;308;94;81;44;657;625;39;626;584;212;60;13;8;0;392;300;692;0;27;10;281;0;374;0;0;0;0;0;0;450;5.7;5.7;1;1;
278;3;E43a;3;35;363;Amsterdam;Paramariboplein_eo;1058;1;7;23;0;118747;485990;9;1156;39984;609;2172;78;60;16;14;386;328;87;50;27;89;55;14;16;463;309;92;57;31;697;663;41;630;588;213;64;13;9;0;346;343;689;0;33;94;282;0;280;0;0;0;0;0;0;450;5.7;5.7;1;1;
279;3;E75d;3;44;363;Amsterdam;Van_Brakelkwartier;1057;1;7;23;0;118999;486668;5;488;35224;334;1024;39;38;20;12;118;139;52;34;13;32;39;15;17;168;168;64;39;17;273;259;18;292;272;102;27;12;3;1;404;128;532;2;16;6;295;61;152;0;0;0;0;0;0;450;5.7;5.7;1;1;
280;3;E75b;3;44;363;Amsterdam;Filips_van_Almondekwartier;1057;1;7;23;0;118971;486997;4;621;39032;235;1106;27;31;14;9;220;164;52;27;17;28;23;12;10;230;161;43;20;18;362;343;24;297;276;105;42;19;5;1;221;160;381;0;20;5;106;68;182;524;0;0;0;0;0;450;5.7;5.7;1;1;
281;3;E75a;3;44;363;Amsterdam;Kortenaerkwartier;1057;1;7;23;0;119147;487015;10;1141;36176;518;2219;56;72;43;37;355;310;116;67;35;62;44;23;40;422;309;125;70;33;679;645;44;618;575;218;73;34;8;3;547;345;892;0;22;47;252;70;501;728;0;0;0;0;100;450;5.7;5.7;1;1;
282;3;E75c;3;44;363;Amsterdam;De_Wester_Quartier;1057;1;7;23;0;119170;486756;8;927;33796;409;1813;77;50;29;21;288;260;99;51;28;60;48;27;17;325;265;94;55;19;552;524;36;484;450;170;58;26;6;2;250;250;500;0;32;3;201;3;261;0;0;0;0;0;50;450;5.7;5.7;1;1;
283;4;F11a;4;174;363;Amsterdam;Sloterdijk_II;1043;1;7;23;0;117713;489705;12;3;19601;0;8;0;0;0;0;2;2;1;0;0;0;0;1;1;0;1;0;0;0;4;4;0;1;1;1;0;0;0;0;2209;89;2298;0;219;3;1769;0;307;0;0;0;0;0;0;0;4.0;0.0;1;1;
284;4;F11f;4;174;363;Amsterdam;Teleport;1043;1;7;23;0;117817;489677;11;0;19231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1401;0;1401;0;0;0;1401;0;0;0;0;0;0;0;0;0;4.0;4.0;1;1;
285;4;F11f;4;174;363;Amsterdam;Teleport;1043;1;7;23;0;117876;489284;13;8;19231;1;11;0;0;0;0;5;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6782;38;6820;0;0;2;3121;3377;320;0;0;0;0;0;1070;250;4.0;4.0;1;1;
286;4;F11f;4;164;363;Amsterdam;Teleport;1043;1;7;23;0;117860;489014;16;19;19231;2;22;1;0;0;0;14;3;1;0;0;0;0;0;0;2;1;0;0;0;14;14;1;2;2;1;0;0;0;0;6295;326;6621;2;0;68;3183;2379;989;0;0;0;4933;0;470;250;4.0;4.0;1;1;
287;4;F11f;4;164;363;Amsterdam;Teleport;1043;1;7;23;0;117530;488954;15;319;19231;20;350;0;0;0;0;187;3;0;0;0;0;0;0;0;156;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1464;42;1506;0;14;13;1193;166;120;0;0;0;0;0;1688;250;4.0;4.0;1;1;
288;4;F11f;4;174;363;Amsterdam;Teleport;1043;1;7;23;0;117556;489321;8;0;19231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;825;10;835;0;0;45;584;0;206;0;0;0;0;0;1177;250;4.0;4.0;1;1;
289;4;F11f;4;181;363;Amsterdam;Teleport;1043;1;7;23;0;117255;488932;22;244;19231;21;319;1;0;0;0;151;14;1;0;0;1;0;0;2;139;9;1;0;0;120;111;14;96;88;29;34;5;1;0;1865;65;1930;0;7;0;1338;0;585;0;0;412;0;0;300;250;4.0;0.0;1;1;
290;4;F11h;4;181;363;Amsterdam;Bretten_Oost;1043;1;7;23;0;116618;488851;26;1;19601;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;17;0;17;0;0;0;4;0;13;0;0;0;0;0;0;0;4.0;0.0;1;1;
291;4;F11a;4;175;363;Amsterdam;Sloterdijk_II;1043;1;7;23;0;116780;489336;37;7;19601;5;7;0;0;0;0;1;2;2;0;0;0;0;0;0;1;1;0;0;0;3;3;0;1;1;0;0;0;0;0;1425;73;1498;0;307;23;642;144;382;0;0;0;0;0;0;0;4.0;0.0;1;1;
292;4;F11h;4;181;363;Amsterdam;Bretten_Oost;1043;1;7;23;0;115987;488991;29;0;19601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;572;0;572;0;0;0;0;0;572;0;0;0;0;0;0;0;4.0;0.0;1;1;
