;DISTRICT;GEOMETRY
0;Centrum;POLYGON ((628088.4044719394 5803104.023675532, 627961.9791250932 5803226.489938462, 627970.3276294807 5803294.416468616, 627832.0863657132 5803489.650398946, 627815.0436606111 5803550.142069197, 627766.8356730851 5803676.99186066, 627680.3804217747 5803848.341503573, 627610.8196266453 5804054.63231959, 627609.476992995 5804110.320442957, 627673.3259968304 5804225.568827893, 627673.3189945841 5804299.827321972, 627735.9081137646 5804464.267099752, 627814.4329603157 5804677.659661886, 627849.98864054 5804793.908583709, 627946.4154450527 5805109.175896023, 627927.7114243489 5805180.732133468, 628001.5342488819 5805258.583406222, 628063.7301612522 5805435.7050560275, 628122.7736406574 5805578.776171892, 628151.0311098583 5805640.962572096, 628163.5887907185 5805668.598356025, 628242.0666854742 5805907.113771681, 628328.8590657988 5805885.790317504, 628344.3461714899 5805881.985677362, 628689.9357554116 5805926.682587616, 628808.2430041026 5805941.98390492, 629061.9167225531 5805423.822786071, 628916.1780668402 5805355.080365061, 629145.9379607588 5805152.38814234, 629691.9502469372 5804874.182187966, 630083.0288273505 5804804.153778055, 630079.4045986385 5804601.746949964, 630061.5502996776 5804532.023609969, 630341.8417207436 5804627.168014291, 630819.1798811895 5804540.097604868, 630998.0809228304 5804487.203744744, 631031.8851322926 5804471.166721958, 631229.055365537 5804377.627339698, 631467.1370082219 5804253.2196724415, 631536.6624679193 5804198.570254417, 631567.8765511445 5804097.1647013435, 631593.6740877933 5804014.916603042, 631589.9554761578 5803847.813379741, 631537.5379787425 5803640.091305192, 631517.1711024063 5803566.08306844, 631198.7380718678 5803563.521160601, 631164.4714402955 5803521.787753576, 631116.450399308 5803463.302843594, 630892.8480742291 5803233.259208679, 630739.1833743126 5803178.535394052, 630661.3649191255 5803082.504455988, 630567.9391563371 5803044.752814133, 630406.5730086869 5802997.235413457, 630177.1678016172 5802937.702714932, 630078.6281144643 5802869.561811535, 629946.5693073918 5802857.448620606, 629854.0698242798 5802776.9850924425, 629697.6831957003 5802690.532552955, 629335.6259373663 5802572.340385716, 629267.7692215574 5802552.743068735, 629126.4450321458 5802556.564744311, 628908.0480758531 5802577.393560458, 628765.2754558523 5802591.214953835, 628677.2407966969 5802599.737326924, 628485.6528353974 5802806.067912951, 628445.0246910709 5802846.226532762, 628405.2540133048 5802886.888858711, 628388.3585994393 5802893.293121081, 628299.9774664078 5802952.661646347, 628168.0080369707 5802979.20224738, 628128.6290123063 5803008.965900953, 628088.4044719394 5803104.023675532))
1;Duivendrecht;POLYGON ((631371.1707259215 5799262.704718921, 631516.2977563413 5799016.0927363215, 631530.0305051147 5798915.779677747, 631384.8109399779 5798830.193449297, 631236.3929858119 5798774.175888346, 630933.1029552993 5798751.66711909, 630702.1913334721 5798875.003566475, 631371.1707259215 5799262.704718921))
2;Nieuw_West;POLYGON ((620934.3767867865 5801249.610040124, 620789.4996292059 5801340.9877132885, 620767.141388762 5801354.380051866, 620667.5884300962 5801418.6984771555, 620383.2329767752 5801589.332876629, 619940.7865722135 5801864.941694312, 619785.9592713035 5801957.838432094, 619623.8612798107 5802066.948844244, 619561.3785377742 5802136.50257809, 619531.1599664846 5802219.353980056, 619517.8229460887 5802313.535927959, 619574.1446502296 5802680.438039648, 619623.7920949967 5803022.210234846, 619669.5903673401 5803352.086301523, 619702.6814045745 5803590.436366158, 619736.524273208 5803759.319284991, 619721.286910253 5804063.436671089, 619718.6547187896 5804131.076529993, 619683.083085466 5804227.828527584, 619618.308598533 5804404.00970111, 619578.8568553537 5804511.314976595, 619573.226658097 5804522.387737777, 619578.6158191853 5804527.713485421, 619745.0508582097 5804695.369861803, 619730.5047067547 5804957.293320504, 619713.6047442722 5805102.593105369, 619716.1739302028 5805115.683022424, 619713.261811307 5805173.609793724, 619711.8997291145 5805184.569180365, 619714.567850375 5805194.661179681, 619710.7784183909 5805218.545584831, 619708.845797027 5805277.104915816, 619670.5852240211 5805557.353148571, 619666.399990709 5805593.22921118, 619667.8768273344 5805627.291355638, 619640.7267779697 5805852.784474655, 619599.3311059396 5806173.445009427, 619403.1413590884 5806219.290146266, 619470.8901275678 5806651.92213627, 619477.5170558279 5806657.327280842, 619571.633885195 5806637.42079939, 619618.5646565544 5806885.580208761, 619704.2106052648 5806863.405848304, 619726.4489986092 5807011.042306624, 620521.6514244252 5806855.713289362, 620478.9370762605 5806716.717505594, 620642.3816445909 5806423.857955595, 620730.7915832947 5806774.915921841, 620776.0326607932 5806915.306153495, 621648.542431723 5806938.646555293, 621880.9576385504 5806949.882963651, 622080.9648302514 5806966.893397715, 622396.801232231 5807085.273310448, 622622.316748949 5807037.832585924, 622695.1051797445 5806712.51278284, 622882.9403448894 5806442.005453646, 623057.5747137455 5806555.11877333, 623129.862427483 5806484.118133935, 623219.9257109229 5806395.33307199, 623341.9285507892 5806294.810183025, 623450.2001571265 5806230.064284132, 623560.9511751481 5806183.28022105, 623762.9247456343 5806180.479573267, 624086.5996336874 5806192.285209785, 624905.0655719208 5806215.1122745015, 624905.8758743745 5806421.05845974, 624906.4198843254 5806559.345250291, 624932.6321444465 5806606.034122487, 625053.9819757092 5806612.399505412, 625115.5296047805 5806696.231119922, 625158.354365085 5806674.773874684, 625163.4524855132 5806653.237886818, 625259.4487736208 5806610.2851762455, 625322.2422782336 5806609.345425076, 625489.3272303082 5806606.051974121, 625490.8560178676 5806247.227075925, 625536.0097072978 5805896.744173916, 625545.421529389 5805479.739977225, 625173.1683445572 5805453.58455038, 625192.8198582837 5805256.226501243, 625170.9693917132 5805116.70387091, 625125.3295234552 5804923.576044936, 625087.0815218235 5804766.356838038, 625024.9022223572 5804485.196833065, 624942.4863330128 5804127.356796166, 625155.0282151696 5804078.098733607, 625413.4284750657 5804042.124603122, 625456.5407185584 5804032.107512531, 625424.140373782 5803738.550189137, 625617.7312389797 5803747.84722075, 625831.5210178744 5803765.004767435, 625935.8905728705 5803436.371512081, 625988.7973814879 5803278.6310130665, 626000.4631120594 5803159.426154604, 625924.7440952786 5803156.927638112, 625929.9988648735 5803063.680952631, 625935.6957553681 5802885.781638757, 625941.2671892869 5802796.681554656, 625898.2611594216 5802772.511891032, 625909.4585009032 5802467.906920404, 625917.9142921958 5802186.090022356, 625631.7419777237 5802177.808456705, 625634.9740851738 5802104.589527608, 625645.24894813 5801803.765387419, 625693.7517928814 5801804.812877479, 625697.4043782543 5801745.36996271, 625708.2440390891 5801412.74304051, 625714.4632106929 5801221.895482953, 625746.0183331 5801196.229384574, 625719.6419549938 5801158.697910867, 625676.5539399757 5801128.80082585, 625609.2628557491 5801111.081188179, 625472.6047047751 5801116.20242536, 625448.5319346581 5800791.106184413, 625455.1606600602 5800731.347751176, 625476.3183863929 5800533.34463232, 625509.1701076053 5800372.571729457, 625618.5415243446 5800263.23342884, 625723.4574754768 5800240.74398814, 625832.516242574 5800258.607191099, 625842.8206044843 5800202.037488384, 625887.1606117832 5799958.61547558, 625835.5912255243 5799993.429629838, 625756.5830846446 5799897.207351538, 625614.3819157807 5799724.023851129, 625383.8578350717 5799585.365649492, 625076.1324576305 5799482.177021827, 624819.5467583288 5799496.723328994, 624771.9394080554 5799492.843277773, 624695.62744222 5799486.623771369, 624262.8133394693 5799451.349018372, 624064.5756644694 5799334.765261731, 624044.7867931041 5799308.827185091, 623817.1657636566 5799010.475436814, 623770.9494546416 5799034.66165668, 623746.0011850789 5799057.048310807, 623709.3971013471 5799077.950076165, 623647.3473386979 5799118.120803055, 623490.6410628376 5799219.495778618, 623457.1985743932 5799241.60223207, 623445.2461283947 5799249.1112340065, 623400.0840233923 5799277.7339511905, 623386.1879190007 5799280.4769243095, 623376.517433282 5799288.561392472, 623368.8548845772 5799304.369940314, 623344.8248647479 5799319.660369143, 623112.5767804459 5799467.440970473, 622957.8825543262 5799565.873584734, 622868.7988963474 5799622.55787619, 622782.60800006 5799678.691513649, 622674.2589049165 5799747.796438004, 622575.8064523565 5799811.176904957, 622569.1070759427 5799815.48974323, 622535.897861445 5799836.86874179, 622512.2594574693 5799870.756074248, 622481.7263973058 5799877.799207384, 622450.9939599604 5799914.8008885, 622435.3097349145 5799938.393300844, 622368.8774386576 5800038.643457233, 622363.9202417656 5800046.383138098, 622320.9702982097 5800114.094360212, 622079.8376951688 5800488.586697776, 622058.6275203603 5800517.324042168, 622046.1689504022 5800534.203967105, 622035.213255853 5800549.047667602, 621999.9051173062 5800570.09190804, 621989.6449474349 5800577.856720325, 621731.8718862635 5800743.723650695, 621682.1479240726 5800776.565335281, 621573.9239844889 5800847.407047303, 621452.9481396439 5800922.470757085, 621367.4827658309 5800975.500724976, 621315.5242294534 5801008.070091388, 621081.9709811568 5801157.260931493, 620934.3767867865 5801249.610040124))
3;Noord;POLYGON ((628653.7274120743 5807025.447039353, 628711.075735963 5807327.768118708, 628596.4215373091 5807401.241239262, 628296.6641427153 5807621.112556004, 628007.3723360008 5807874.251920083, 627753.2685995488 5808098.162376834, 627729.5327333786 5808118.67210529, 627624.1559307176 5808211.37375537, 627484.0152244631 5808300.494511174, 627179.3868885207 5808494.218964571, 626819.0046605822 5808723.399059907, 626600.3833685669 5808909.579296935, 626413.5675349003 5808948.146165351, 626221.0404766065 5808987.892062591, 626467.1201953404 5809394.583457217, 626477.3477237743 5809430.235901402, 626478.6416324265 5809466.793862333, 626470.0558478201 5809514.730479805, 626347.3700939394 5809761.183799105, 626330.042048427 5809804.229786593, 626326.469300603 5809873.040528751, 626351.9034229555 5809942.008783913, 626479.9704270032 5810138.517954168, 626481.0663873247 5810138.654186935, 626494.2070070521 5810158.796340735, 626497.159722216 5810163.295682439, 626531.0593765248 5810215.236334075, 626539.6342218178 5810228.224798893, 626547.1593067654 5810239.677972418, 626548.7756629405 5810242.232392449, 626556.1041819762 5810253.579033825, 626558.2004016738 5810256.749550908, 626578.2863026342 5810287.72549423, 626581.998877902 5810293.450432403, 626587.8076724234 5810302.34588845, 626605.8939834441 5810330.254552699, 626614.6521901932 5810343.749288306, 626616.4651111972 5810346.410242452, 626623.0304658059 5810356.631227599, 626624.8268862949 5810359.791845885, 626630.5927781584 5810369.986430899, 626635.0944041853 5810385.141355178, 626643.9419422846 5810450.46068571, 626647.8778974748 5810467.597766932, 626648.9201271093 5810466.331641803, 626640.706154039 5810499.974550611, 626658.0491878209 5810504.949117849, 626681.6658170222 5810513.832408816, 626715.8696547379 5810526.266667536, 626735.6483101945 5810533.222465664, 626742.6181352357 5810537.25422405, 626744.0751538374 5810541.604138189, 626744.7501385976 5810548.429271984, 626800.121799777 5810568.165341735, 626815.2512624813 5810567.464473008, 626824.7689128042 5810570.079744963, 626841.9361190923 5810577.349476476, 626864.4657718334 5810582.795460971, 626880.0543726716 5810580.30900218, 626905.0111916641 5810581.933509601, 626923.3451129097 5810581.138381881, 626943.6899665403 5810577.008239053, 626994.7486727297 5810566.789413256, 627005.1638700932 5810563.43181349, 627017.5173955449 5810558.937721745, 627029.1779913369 5810554.22066258, 627034.6601742193 5810551.800615785, 627052.7386522011 5810543.593948265, 627062.9233563512 5810538.127854825, 627065.4777828611 5810536.511499048, 627070.7360714104 5810531.783093402, 627085.8840102089 5810515.376249312, 627104.6715094357 5810494.787791734, 627111.7276631956 5810487.117498431, 627119.1736483732 5810479.760204235, 627124.711420177 5810484.745095354, 627128.8255856258 5810496.48582662, 627131.2786358206 5810500.968681376, 627133.2244926586 5810502.633612094, 627136.0631459189 5810504.528110229, 627138.8348678439 5810505.41997854, 627145.1513742529 5810508.029580304, 627147.6770279984 5810510.313909991, 627153.5989587434 5810518.812957203, 627176.5579649201 5810544.581643155, 627187.1286877976 5810548.632282738, 627202.564677375 5810526.5325530935, 627207.5108967347 5810525.1952666575, 627243.8497966626 5810515.390698407, 627271.3672660178 5810503.09388661, 627299.1793804744 5810484.90432409, 627326.0827141092 5810457.881048743, 627361.4821141132 5810458.349772441, 627370.9513113417 5810444.256426475, 627424.6981206653 5810282.962782897, 627430.9708044012 5810283.87022062, 627504.778893625 5810181.563521102, 627537.5448508818 5810143.629121569, 627570.0039037674 5810114.988495335, 627581.8196198435 5810105.574552029, 627588.370443385 5810101.088896645, 627599.4239270812 5810093.550581832, 627596.9651986426 5810092.268883047, 627630.1869160965 5810073.857728244, 627670.6674586849 5810056.786736355, 627716.3991982314 5810044.291002042, 627745.6744624861 5810039.3552505225, 627786.2539489687 5810040.495194938, 627829.7970027332 5810048.836001176, 627887.4820168478 5810062.145712779, 627930.2119142478 5810079.963687612, 627960.1654977561 5810081.753168762, 627981.562558224 5810076.057049042, 627996.4993244783 5810066.04586022, 628009.1475254167 5810055.658969457, 628016.3300271633 5810047.192474988, 628353.5076278595 5810056.88274359, 628582.6319136051 5810063.492198599, 629119.7872850064 5809959.678731211, 629332.2170975965 5809861.548770486, 629536.5415100432 5809719.964393297, 629746.4997045294 5809574.476010365, 629779.5399606616 5809551.581090146, 630171.922978712 5809314.830608554, 630220.1331487681 5809333.329818257, 630596.8486424771 5809122.672836932, 630767.7888025874 5808997.281956483, 631047.7607125995 5808791.912062331, 631338.5125675619 5808576.014335693, 631647.9852458851 5808635.6970843095, 632120.7958453483 5808846.168051269, 632234.4022811607 5808918.432333825, 632346.1874269868 5809312.3306643665, 632468.9281061726 5809744.8356437655, 632649.7507268703 5809913.1782920575, 632746.2248199071 5809925.060103348, 632785.1597665766 5809929.855358538, 632866.90721903 5809805.298944353, 633037.9593761365 5809799.942802578, 633054.9045482253 5809801.6450874815, 633544.6272905404 5809850.841941542, 633964.6401827219 5809893.0359812975, 634171.402843595 5809913.807181108, 634391.9827406442 5810080.583213787, 634783.1084401385 5810376.306091023, 634795.3723367373 5810360.307621345, 635110.3467943076 5809949.417263832, 635273.8606785692 5809972.425156016, 635341.9418384159 5810228.387492188, 635679.1046497681 5810246.225577, 635972.1320030701 5810249.400149916, 636349.3762703373 5810050.2632199, 637263.9923750069 5809574.638141297, 637487.3167465433 5809795.11064534, 637616.876758287 5809719.3527192585, 637659.3881783265 5809704.449177141, 637665.6856468123 5809698.554354098, 637895.7150648314 5809667.53327413, 637952.246010862 5809561.350591954, 638084.558109949 5809314.404613561, 638131.5378334923 5809227.815520283, 638236.1073400117 5809227.166833447, 638401.2509632392 5809537.160679392, 638442.0271550331 5809544.510048269, 638541.8897080255 5809565.215966899, 639292.8303402155 5809207.938168801, 640666.595515065 5809355.652911487, 640627.2863429866 5808976.677609339, 639905.2105039062 5809108.105095379, 639609.059535481 5808972.166579397, 639346.187041253 5808428.337378047, 639248.1391757193 5808225.40712627, 638407.2842594718 5807703.214612925, 637986.7458813379 5806871.253573204, 637873.8854979402 5806113.88140881, 636982.8518067349 5805538.81843044, 637129.671606757 5805397.798180835, 637050.8057201224 5804550.009064322, 637298.3091388724 5804344.180097603, 637137.1324933264 5804232.111739529, 636256.3825448966 5804615.530600984, 636088.1012528442 5805012.758894107, 635396.4665709448 5804810.349466677, 634996.7876527669 5804428.3921709675, 634787.0795943291 5804465.190509391, 634405.2556493549 5805015.440189746, 634319.4711125441 5805125.959371646, 633997.3078146693 5805062.902510709, 633791.4290954098 5805304.285145866, 633620.2345395611 5805509.116374222, 633479.8927478319 5805314.107255586, 633141.9669793902 5805568.348465112, 632981.0621463244 5805565.897081333, 632876.2928778062 5805534.759801044, 632305.7281363476 5805506.389493754, 631704.1091678094 5805505.03974133, 631611.3701416797 5805462.561473254, 631182.7250737717 5805364.412194573, 630647.5322453653 5805241.8663795935, 630162.9574729251 5805130.95601987, 629801.289767842 5805238.14585372, 629709.5610214763 5805125.671248601, 629551.6563874913 5805205.596098571, 629447.0135571315 5805338.900942414, 629349.7362331356 5805443.036194195, 629314.6501506433 5805593.1824528985, 629263.028376244 5805814.09037085, 629252.1821261779 5805860.505230778, 629184.8557302362 5806147.825622311, 629080.9737602574 5806593.160582643, 629014.0120547973 5806994.556221442, 628653.7274120743 5807025.447039353))
4;Oost;MULTIPOLYGON (((630004.5307816556 5800296.926694024, 630093.6267890885 5800444.422164339, 630243.3606090191 5800517.998592544, 630327.1489107145 5800603.313462602, 630512.543784351 5800792.086309001, 630412.3449360024 5800967.136965623, 630336.7395197777 5801099.221930943, 630326.4445457999 5801204.79816652, 630282.0465792554 5801393.50576347, 630252.9651240441 5801485.440819836, 630157.1833452182 5801677.75063779, 630072.7685975166 5801840.637588363, 629961.7057604245 5802054.94442892, 629950.6779210747 5802076.805304548, 629906.0144587735 5802165.343221945, 629847.7109818631 5802277.537638595, 629799.2740524368 5802370.745601544, 629752.68703826 5802517.392016671, 629697.6831957003 5802690.532552955, 629854.0698242798 5802776.9850924425, 629946.5693073918 5802857.448620606, 630078.6281144643 5802869.561811535, 630177.1678016172 5802937.702714932, 630406.5730086869 5802997.235413457, 630567.9391563371 5803044.752814133, 630661.3649191255 5803082.504455988, 630739.1833743126 5803178.535394052, 630892.8480742291 5803233.259208679, 631116.450399308 5803463.302843594, 631164.4714402955 5803521.787753576, 631198.7380718678 5803563.521160601, 631517.1711024063 5803566.08306844, 631537.5379787425 5803640.091305192, 631589.9554761578 5803847.813379741, 631593.6740877933 5804014.916603042, 631567.8765511445 5804097.1647013435, 631536.6624679193 5804198.570254417, 631467.1370082219 5804253.2196724415, 631229.055365537 5804377.627339698, 631031.8851322926 5804471.166721958, 630998.0809228304 5804487.203744744, 630819.1798811895 5804540.097604868, 630341.8417207436 5804627.168014291, 630061.5502996776 5804532.023609969, 630079.4045986385 5804601.746949964, 630083.0288273505 5804804.153778055, 630141.8900369669 5804786.5683737835, 630178.1737513298 5804901.034413734, 630830.4951031245 5804748.288526788, 630869.5519093187 5804737.513310564, 631284.2198285568 5804621.223364479, 631369.5717475429 5804601.508700227, 631854.1017501692 5804473.637176414, 632029.8474492227 5804429.115366412, 631947.771774377 5804530.352107765, 631886.8849037458 5804648.994730513, 631740.8403691426 5804652.857046238, 630698.8955285028 5804979.947452178, 630535.3539643743 5804957.842525987, 630521.7288083052 5805016.0181947155, 630879.2147733362 5805099.9484032, 631838.3721984777 5804860.592199949, 632643.4461692194 5804876.854610127, 632654.3008102422 5804699.534610953, 631948.9986166074 5804644.742675007, 632004.4048832797 5804542.225600091, 632115.2358122208 5804433.634225784, 632681.1567937012 5804589.071924863, 632742.5804770385 5804358.796761241, 632761.035189426 5804308.883553485, 632878.092718282 5804332.955753024, 633083.372774634 5804318.121139559, 632999.4837854326 5804741.040573292, 633307.6571776627 5805146.086673663, 633432.3319223323 5805044.793267625, 633751.3513592156 5804785.60200541, 634269.3139287473 5804364.0668834355, 634370.4968341109 5804281.264252933, 634401.9754719218 5804256.993048056, 634852.2613402067 5803911.892625245, 634381.1475136374 5803847.337504146, 634357.4099080666 5803754.6844269885, 634539.1066614739 5803584.597038538, 634513.2266977705 5803548.198981789, 634480.5767214296 5803502.27947022, 634434.9951465421 5803532.313445525, 634294.349128539 5803461.682695063, 634266.1949136562 5803502.86051851, 634173.7942765183 5803518.950739176, 634134.7997903776 5803540.63129648, 634085.7221510027 5803519.872194349, 634045.4658119794 5803579.790097499, 634031.5970471619 5803652.062500696, 634040.5444843352 5803728.915763158, 634095.3767229829 5803807.283309651, 634042.8946034238 5803866.410403505, 633601.021635363 5803841.820477009, 633463.4883746312 5803832.0871044835, 633437.8847334642 5803603.268940077, 633559.4733075533 5803575.235612968, 633654.2330555669 5803371.656483404, 634089.3003010816 5802993.915102968, 634429.2385097442 5802994.327849687, 634431.3386730845 5802792.870848946, 634465.556351263 5802772.246172692, 634527.6454047549 5802734.822040886, 634696.0040806845 5802735.275309689, 634754.5572864286 5802659.724184609, 635077.2208744962 5802701.934579899, 635153.3348795208 5802714.650674046, 635226.20220087 5802671.134971404, 635244.6036016773 5802577.350681474, 635156.6471187039 5802459.64789546, 635446.3324078408 5802243.146489477, 635512.5454477364 5802139.789729281, 635621.2976803698 5802101.240229458, 635853.0103037914 5801805.301641436, 635926.408062595 5801823.030164654, 636024.4808892559 5801711.465265501, 636110.5427168095 5801500.009918954, 636101.9950426006 5801441.626619844, 636286.553629963 5801268.561947703, 636594.9081108256 5801162.658888598, 636788.4995268163 5801171.597141894, 636962.7391231102 5801225.817427877, 637077.7518517477 5801219.407494608, 637069.1145693013 5801150.945864704, 637091.3239424914 5801142.5345743755, 637048.2966687209 5801097.048710317, 636845.0781123523 5800943.1768457005, 636663.754126125 5800941.396528426, 636482.3260034544 5801024.651477865, 636278.5655968614 5800894.42459545, 635159.8029560877 5801804.689610109, 634900.5986493225 5802013.534879645, 634472.8877089955 5802357.822441443, 634207.3620473243 5802482.435354403, 634167.6272065002 5802495.6928174, 633910.8023918158 5802245.594225816, 633757.8148772364 5802015.746238408, 633633.2452103388 5801746.318120805, 633526.7298094332 5801554.320031756, 633263.4973524703 5801057.276020175, 633198.2117185728 5800937.912875321, 633024.7838435058 5800660.471102533, 632966.8122583921 5800595.612664184, 632875.4279105667 5800493.372191711, 632626.2528471965 5800364.287180057, 632413.219639214 5800253.925570003, 632364.5565650358 5800251.343334515, 632313.5501711948 5800248.636755262, 632290.7899089643 5800133.351671222, 632147.8951942263 5800139.306742891, 631946.1767679646 5800019.463708761, 631881.4941634003 5800121.650106153, 631759.9448740641 5800121.8078230005, 631402.0456511786 5800229.784111502, 631386.0750977728 5800220.098112341, 631275.6090003754 5800153.101426065, 631288.4674582409 5800130.750979269, 631206.9647431017 5800084.083956044, 631191.3919915479 5800083.863145659, 631153.3054315557 5800083.914783723, 631072.8637224074 5800083.154590832, 631076.9947565934 5800045.874572218, 631063.0768359124 5799967.381484732, 630980.4518347676 5799842.702873405, 630652.5507625961 5799648.1275402615, 630432.81384015 5799548.518632458, 630352.4809945516 5799530.262068207, 630361.1682679789 5799433.706700303, 630377.5667027569 5799288.384451278, 630399.3398125452 5799128.733178805, 630440.9222182272 5799014.554670887, 630543.4222057975 5798448.688647549, 630467.4813438795 5798397.3628520835, 630362.1355886178 5798181.996672196, 630136.5874726702 5798186.563192747, 629831.7407878164 5798365.99092156, 629641.9768960319 5798477.683090225, 629396.5334926455 5798493.998528415, 629225.441209988 5798597.702572949, 629159.2662667502 5798732.578758469, 629393.8347334921 5799482.734156781, 629359.8454757507 5799697.3056105375, 629429.1750381954 5799791.3318949165, 629768.9439911424 5799857.363158432, 629935.6940219939 5800090.5505462745, 630004.5307816556 5800296.926694024)), ((634739.2311059852 5802870.797517635, 634753.7395238606 5802894.19713225, 634713.0028585009 5802954.90291682, 634626.1621932433 5802901.447682798, 634591.3084036228 5802944.037733785, 634557.1641950978 5802985.760690368, 634496.90595554 5802959.578019142, 634399.5590809861 5803092.6172791505, 634411.4835340083 5803109.450687381, 634394.2739748233 5803137.011149476, 634558.1730446082 5803341.067011751, 634631.5836744211 5803393.151412087, 634650.4998551128 5803382.984159253, 634676.8370451208 5803414.651555128, 634715.292945071 5803460.686390825, 634864.6083029993 5803322.441236125, 634994.0567672143 5803406.5012162, 635090.3063568759 5803488.639420077, 635133.0994876183 5803560.985597157, 635551.7287135923 5803370.034594873, 635461.2727315002 5803247.549431631, 635476.1681845954 5803228.742165283, 635405.8877671344 5803143.289183864, 635288.8561045509 5803000.99214267, 635228.7911127867 5803046.125227551, 635200.5425579528 5803014.631851396, 635250.3056284598 5802972.978960295, 635317.1083775988 5802916.607741298, 635404.2998669671 5802970.699034334, 635422.6550616298 5802959.565571035, 635512.415301281 5803021.451061526, 635748.6645099631 5803184.334009295, 636001.7642321659 5802995.542611648, 636052.1009318229 5802957.995579852, 636223.2561690318 5802830.327797658, 636376.094409603 5802705.340832591, 636651.6400480353 5802392.569305944, 636734.3341986813 5802325.6551052835, 636667.7726868131 5802550.962407691, 637204.9602557393 5802513.919015503, 637239.5205856308 5802637.7264727065, 637188.530397046 5802824.736687629, 637078.4082298144 5803228.616022753, 637633.6453021569 5803268.549091427, 638231.3849125735 5803324.191598147, 638800.9186733812 5803364.496894711, 638817.098081685 5803127.797153197, 638837.5703009302 5802828.290558573, 638845.0511016261 5802718.845951175, 638863.397507318 5802450.434074719, 638493.6295310799 5802341.187606555, 638220.5980273504 5802235.23352377, 638085.5243885875 5802087.010238185, 637972.470550383 5802029.455075502, 637541.6836685354 5801899.21614491, 637261.1510994215 5801738.420055675, 637138.1145828849 5801761.814749878, 637201.8624512383 5801679.379431454, 637221.0804101544 5801554.612192452, 637017.0994083169 5801354.65061657, 636827.3734352405 5801250.979572527, 636642.3372980697 5801214.187597346, 636569.6369640715 5801216.397241268, 636465.6575431956 5801244.256852008, 636393.3324466776 5801279.738306758, 636308.0595203136 5801312.640736867, 636221.6095132926 5801381.22014776, 636151.9890562908 5801480.968349948, 636134.4287514968 5801549.269487227, 636127.3400100692 5801686.7966322275, 636250.8050283827 5801619.590260038, 636261.7488241291 5801717.768003356, 636175.432936608 5801787.377181929, 636066.9752354057 5801869.28067476, 635868.6609847092 5802009.947315282, 635667.1410599861 5802168.584089381, 635480.0048794983 5802351.300739026, 635538.8478323903 5802378.21294534, 635479.9677521343 5802418.99506614, 635295.2524999018 5802570.953456382, 635280.3634278402 5802713.447733328, 635331.9448943345 5802728.49911524, 635444.9047324555 5802642.143664859, 635481.0623694443 5802662.98828244, 635384.7426094622 5802742.791296221, 635390.6520381012 5802786.608783857, 635208.1490330773 5802938.479872273, 635191.7809573296 5802932.846211549, 635158.5411145814 5802936.84286566, 634855.225429146 5802712.905713063, 634739.2311059852 5802870.797517635)), ((637971.2450186643 5803537.008588144, 637796.167933424 5803509.620793406, 637747.5820901217 5803569.145457818, 637651.574166312 5803540.765441493, 637656.0727439022 5803404.451261442, 637444.8809927048 5803383.075068759, 637378.5986824734 5803388.132986197, 636590.0388421407 5803448.306965725, 636499.6323509192 5803574.582229803, 637264.5419824009 5803706.11652651, 637288.7163017255 5803710.273565195, 637751.7413294737 5803858.405243892, 638077.4544625212 5803962.608097004, 637971.2450186643 5803537.008588144)))
