ID;DEPARTURE;ORIGIN;DESTINATION;SERVICE
16982;07:15:21;629185.4681442837 5800982.366614062;632357.7464165204 5800288.209577048;PersonalVehicle
7452;07:15:21;625495.2665135056 5806727.877555828;625826.8258250288 5806418.778790863;PersonalVehicle
14423;07:15:21;626090.4613453795 5801815.140768204;628135.5522943167 5803525.169176903;PersonalVehicle
25648;07:15:21;628782.8572494859 5808799.418373875;625495.2665135056 5806727.877555828;PersonalVehicle
6118;07:15:22;626639.1159254618 5803615.583721677;627174.5086094958 5803739.95796917;PersonalVehicle
24863;07:15:22;629906.2011584685 5805867.401916402;631913.9173730104 5808124.069404383;PersonalVehicle
34571;07:15:22;630377.2935286161 5799276.878224155;625646.8030724141 5806901.830403392;PersonalVehicle
11421;07:15:23;625506.3564786583 5800324.4571683705;626120.8361154031 5803972.223993571;PersonalVehicle
18143;07:15:23;629619.6163976807 5800857.199052921;625506.3564786583 5800324.4571683705;PersonalVehicle
2003;07:15:23;625495.2665135056 5806727.877555828;626260.5130064198 5804802.892958697;PersonalVehicle
1020;07:15:23;630409.0184827971 5803271.628080512;630110.8278569124 5803295.860225183;PersonalVehicle
178;07:15:23;628589.6349910735 5804952.470296682;629361.4323249144 5803430.263902358;PersonalVehicle
16936;07:15:24;629390.7579592891 5801271.185162273;628025.0861307916 5807066.513094128;PersonalVehicle
24107;07:15:25;632550.1965728806 5802399.29727469;625506.3564786583 5800324.4571683705;PersonalVehicle
20571;07:15:25;631966.305193803 5803140.641668955;631552.3702811857 5803354.946950363;PersonalVehicle
23908;07:15:25;632136.659142543 5801738.5851185825;631612.7799104094 5802966.797395481;PersonalVehicle
20389;07:15:25;630805.9627541663 5802144.186065169;632357.7464165204 5800288.209577048;PersonalVehicle
4820;07:15:25;625729.3360954586 5804312.474160494;625506.3564786583 5800324.4571683705;PersonalVehicle
27896;07:15:25;629402.8910943187 5805640.115420734;630870.6027067486 5807786.48371274;PersonalVehicle
1038;07:15:25;629930.7303396655 5803472.566792681;629965.3964437387 5804616.69259505;PersonalVehicle
21693;07:15:25;632030.8041131817 5804788.913389646;630377.2935286161 5799276.878224155;PersonalVehicle
27197;07:15:25;630456.4677463996 5808607.94355949;625495.2665135056 5806727.877555828;PersonalVehicle
34134;07:15:25;627037.2545141424 5804932.573216303;626325.7548959967 5804059.926141473;PersonalVehicle
25063;07:15:25;630655.2065726485 5805706.317854879;630965.684483718 5801683.091775081;PersonalVehicle
28;07:15:25;629536.3770813869 5804670.566291312;628862.5628492526 5804587.153023112;PersonalVehicle
3518;07:15:26;627151.2768874828 5803795.824334884;626597.7825863368 5805431.7708032895;PersonalVehicle
17919;07:15:26;630046.5331167852 5800927.772676539;630965.684483718 5801683.091775081;PersonalVehicle
13531;07:15:26;628566.3073051315 5802320.864461503;625506.3564786583 5800324.4571683705;PersonalVehicle
40214;07:15:27;627498.1724596496 5810012.366902584;631910.4151054932 5801606.208948243;PersonalVehicle
21724;07:15:27;631243.928473872 5804859.135356615;631168.2550188373 5803222.395617704;PersonalVehicle
8912;07:15:28;625495.2665135056 5806727.877555828;627101.5388682911 5804977.751106098;PersonalVehicle
23867;07:15:28;632374.1730588459 5801917.444224167;633672.1088953787 5801895.047217489;PersonalVehicle
19633;07:15:28;630105.1456844904 5802763.3956386885;629905.1765808209 5802854.554199455;PersonalVehicle
35612;07:15:29;633672.1088953787 5801895.047217489;629897.1272620267 5803931.598380222;PersonalVehicle
25748;07:15:29;628232.0052187435 5808851.495201959;628796.318909859 5807659.528016352;PersonalVehicle
21362;07:15:29;632600.1184095357 5804362.997932095;630692.721394605 5803473.320869642;PersonalVehicle
15075;07:15:29;627014.330295188 5801912.749455115;629568.5582639948 5802671.712136098;PersonalVehicle
34123;07:15:30;626816.9120818519 5805020.446251561;625588.4841157346 5805477.9298003195;PersonalVehicle
26778;07:15:30;632539.3806490493 5807227.901799182;630935.6986149243 5805566.655188587;PersonalVehicle
39960;07:15:31;627498.1724596496 5810012.366902584;628025.0861307916 5807066.513094128;PersonalVehicle
35850;07:15:31;631913.9173730104 5808124.069404383;633305.7340250836 5806683.829493437;PersonalVehicle
822;07:15:31;628062.3472143728 5803466.096918851;625506.3564786583 5800324.4571683705;PersonalVehicle
20358;07:15:31;631057.4292193581 5802177.1762962295;630311.6526074877 5801154.261038382;PersonalVehicle
499;07:15:31;629012.3192574331 5805209.767267207;632830.3038002892 5804124.373187255;PersonalVehicle
13930;07:15:32;628557.2003311781 5801775.950136933;630377.2935286161 5799276.878224155;PersonalVehicle
21294;07:15:32;632123.1360948185 5804186.843636217;633672.1088953787 5801895.047217489;PersonalVehicle
1139;07:15:32;630514.8469969044 5803693.428785206;631127.9426816598 5804270.651382882;PersonalVehicle
16967;07:15:33;629223.2885474962 5800949.57508311;632357.7464165204 5800288.209577048;PersonalVehicle
25847;07:15:33;627784.1151523377 5809217.515478097;633672.1088953787 5801895.047217489;PersonalVehicle
18960;07:15:33;630377.2935286161 5799276.878224155;628796.9098383952 5800354.997978297;PersonalVehicle
3343;07:15:33;627490.912709219 5804454.639779798;625506.3564786583 5800324.4571683705;PersonalVehicle
19509;07:15:33;629988.5684847217 5802522.5308808535;630946.2986586298 5802873.6561301155;PersonalVehicle
19627;07:15:33;630090.6037273239 5802525.270553489;629568.5582639948 5802671.712136098;PersonalVehicle
2667;07:15:33;627821.2992494395 5805973.386935773;625495.2665135056 5806727.877555828;PersonalVehicle
50152;07:15:34;632357.7464165204 5800288.209577048;630504.720472179 5802629.75198882;PersonalVehicle
40571;07:15:34;627498.1724596496 5810012.366902584;631952.8769783764 5807152.082884503;PersonalVehicle
26743;07:15:34;632787.4209582364 5806855.332153983;631952.8769783764 5807152.082884503;PersonalVehicle
19305;07:15:34;630239.2942442232 5802089.436998653;630946.2986586298 5802873.6561301155;PersonalVehicle
21240;07:15:34;632042.2811729624 5804060.3833880415;633095.9508737557 5806587.432533813;PersonalVehicle
26524;07:15:34;633698.1501807782 5806190.882364218;631460.4509348224 5807541.794748754;PersonalVehicle
18141;07:15:34;629925.6702058052 5800663.888631834;630377.2935286161 5799276.878224155;PersonalVehicle
40681;07:15:34;627498.1724596496 5810012.366902584;627568.0470875755 5809245.004377939;PersonalVehicle
4805;07:15:36;625794.9532110121 5804208.894486861;625506.3564786583 5800324.4571683705;PersonalVehicle
19901;07:15:36;630197.137699937 5802523.30503503;631125.7323015463 5801142.316849425;PersonalVehicle
952;07:15:37;629710.383459322 5802766.093161636;626502.0847067405 5802989.750808262;PersonalVehicle
14167;07:15:37;629607.0257431384 5801774.94442201;630127.7423919392 5802216.985348444;PersonalVehicle
19490;07:15:38;630000.913812863 5802393.92522874;630033.9892020524 5802532.048065576;PersonalVehicle
15485;07:15:38;627793.3371082545 5802382.618387343;626504.4778797997 5800832.65177595;PersonalVehicle
5337;07:15:38;626201.4837930684 5804143.5497449;625739.4350873419 5803878.816921288;PersonalVehicle
40108;07:15:38;627498.1724596496 5810012.366902584;625588.4841157346 5805477.9298003195;PersonalVehicle
1361;07:15:39;630963.7070684428 5803420.645906311;634266.520278123 5803737.794336154;PersonalVehicle
43004;07:15:39;625506.3564786583 5800324.4571683705;625789.3343575794 5800457.240423721;PersonalVehicle
14324;07:15:39;629960.4454744897 5801848.060437726;632357.7464165204 5800288.209577048;PersonalVehicle
24733;07:15:39;630164.8574737422 5806847.771450429;630016.2226552009 5806686.630689416;PersonalVehicle
19749;07:15:39;630093.5744726027 5802677.741091877;629810.1671632689 5802171.119398364;PersonalVehicle
15047;07:15:40;626643.8334932086 5801814.691240369;632357.7464165204 5800288.209577048;PersonalVehicle
23980;07:15:41;633106.8362594453 5801044.659139327;630588.493228089 5803809.636311952;PersonalVehicle
44084;07:15:42;625506.3564786583 5800324.4571683705;632176.4055370553 5801989.26311193;PersonalVehicle
28041;07:15:42;628556.1089830683 5807623.0791787105;627498.1724596496 5810012.366902584;PersonalVehicle
17132;07:15:42;629411.1476211227 5800427.641257094;628308.0737171167 5800591.434230332;PersonalVehicle
35797;07:15:42;631913.9173730104 5808124.069404383;630934.8564850392 5799856.190352573;PersonalVehicle
16478;07:15:42;627845.9631012694 5801497.640576929;627779.9217949748 5801371.282942763;PersonalVehicle
14284;07:15:43;629998.2968703072 5801788.552086019;632357.7464165204 5800288.209577048;PersonalVehicle
20936;07:15:43;632823.6473210431 5803980.545862607;634114.9628008456 5804339.587989593;PersonalVehicle
34746;07:15:43;632357.7464165204 5800288.209577048;626951.1710040068 5801743.57861758;PersonalVehicle
17411;07:15:43;629458.9756837701 5800450.723081145;628035.0931699035 5802989.110398581;PersonalVehicle
27039;07:15:43;632008.7631527003 5806779.794621966;631770.0681196338 5808032.848747586;PersonalVehicle
19656;07:15:43;630029.4924906018 5802776.672355308;626949.9679875593 5802823.356431143;PersonalVehicle
40419;07:15:44;627498.1724596496 5810012.366902584;627336.9026070029 5808803.68737409;PersonalVehicle
13395;07:15:44;625506.3564786583 5800324.4571683705;627544.7805338664 5800537.98672237;PersonalVehicle
17502;07:15:44;629929.7062060697 5801375.4157815855;630311.6526074877 5801154.261038382;PersonalVehicle
14403;07:15:44;626136.3544694654 5802233.1031688675;625506.3564786583 5800324.4571683705;PersonalVehicle
24241;07:15:44;631688.9291593324 5800367.429637954;632357.7464165204 5800288.209577048;PersonalVehicle
23461;07:15:45;631105.1493915834 5800926.813094712;625506.3564786583 5800324.4571683705;PersonalVehicle
12582;07:15:46;625506.3564786583 5800324.4571683705;625938.6553779644 5801909.993013079;PersonalVehicle
14981;07:15:46;626657.6408697525 5801710.413732138;626439.6123528448 5801460.199706171;PersonalVehicle
23602;07:15:47;631852.3387737151 5802299.983197346;630467.6870562502 5803163.118489869;PersonalVehicle
17738;07:15:48;630029.4028046796 5801117.149463569;625506.3564786583 5800324.4571683705;PersonalVehicle
33922;07:15:48;630377.2935286161 5799276.878224155;628077.6195195097 5801155.434927724;PersonalVehicle
34582;07:15:48;630377.2935286161 5799276.878224155;628796.9098383952 5800354.997978297;PersonalVehicle
13891;07:15:49;629010.3353880646 5801888.647174926;625506.3564786583 5800324.4571683705;PersonalVehicle
3194;07:15:49;627374.2719303351 5804826.473287058;625965.6093359436 5801026.913977332;PersonalVehicle
24095;07:15:50;632456.6730857746 5802544.544836841;632357.7464165204 5800288.209577048;PersonalVehicle
37918;07:15:50;631913.9173730104 5808124.069404383;631741.4745374243 5806011.422376572;PersonalVehicle
27328;07:15:50;630546.794890053 5808203.764962406;630016.2226552009 5806686.630689416;PersonalVehicle
1062;07:15:50;630142.1729478453 5803575.18533797;629965.3964437387 5804616.69259505;PersonalVehicle
37497;07:15:51;631913.9173730104 5808124.069404383;626386.0782711251 5806076.136704188;PersonalVehicle
2784;07:15:51;627998.5103571594 5805377.665184619;625495.2665135056 5806727.877555828;PersonalVehicle
19378;07:15:51;630141.726463885 5802207.617932886;630946.2986586298 5802873.6561301155;PersonalVehicle
40405;07:15:51;627498.1724596496 5810012.366902584;628578.9402645028 5807960.518716605;PersonalVehicle
39817;07:15:52;627498.1724596496 5810012.366902584;625646.8030724141 5806901.830403392;PersonalVehicle
26103;07:15:52;628102.9231397569 5809837.582262568;627498.1724596496 5810012.366902584;PersonalVehicle
23697;07:15:52;631751.4424782227 5801913.615560109;630377.2935286161 5799276.878224155;PersonalVehicle
8727;07:15:53;625495.2665135056 5806727.877555828;627101.5388682911 5804977.751106098;PersonalVehicle
25798;07:15:53;627961.4350795888 5808700.480712505;627498.1724596496 5810012.366902584;PersonalVehicle
25555;07:15:54;629284.5798563969 5807906.854567226;629668.711972529 5806203.978466947;PersonalVehicle
34060;07:15:54;633100.6811183465 5801460.505593138;630588.493228089 5803809.636311952;PersonalVehicle
15108;07:15:54;627033.8325878836 5801865.541926229;628279.1377961327 5802167.3118915465;PersonalVehicle
42682;07:15:55;625495.2665135056 5806727.877555828;628308.7672744119 5802844.24148766;PersonalVehicle
19285;07:15:56;630157.2647238068 5801938.112787407;631456.5857292587 5804205.176972581;PersonalVehicle
22281;07:15:56;634266.520278123 5803737.794336154;632830.3038002892 5804124.373187255;PersonalVehicle
25951;07:15:56;628278.7605757205 5809041.321577964;628701.8445680389 5809144.266157806;PersonalVehicle
20818;07:15:57;632532.9805069051 5803290.972990924;634266.520278123 5803737.794336154;PersonalVehicle
1536;07:15:57;630672.8681681236 5804273.21973717;630692.721394605 5803473.320869642;PersonalVehicle
1999;07:15:57;625495.2665135056 5806727.877555828;626457.5493388197 5804430.612746891;PersonalVehicle
28218;07:15:58;631471.7274885781 5808160.739238551;631866.3640289842 5804384.063591917;PersonalVehicle
13000;07:15:58;625506.3564786583 5800324.4571683705;633480.6171529355 5802462.518826877;PersonalVehicle
39658;07:15:58;627498.1724596496 5810012.366902584;630016.2226552009 5806686.630689416;PersonalVehicle
40255;07:15:58;627498.1724596496 5810012.366902584;630382.0469150433 5806384.038050902;PersonalVehicle
17258;07:15:58;629378.776017209 5800435.926644374;628308.7672744119 5802844.24148766;PersonalVehicle
21381;07:15:59;631910.4695064898 5804161.072396656;630588.493228089 5803809.636311952;PersonalVehicle
20904;07:15:59;632939.2169999914 5803648.459275173;628806.2135138725 5800808.219494563;PersonalVehicle
4147;07:15:59;626932.0507923914 5802648.345746385;625646.8030724141 5806901.830403392;PersonalVehicle
38036;07:16:00;631913.9173730104 5808124.069404383;629965.3964437387 5804616.69259505;PersonalVehicle
372;07:16:00;629811.1973564104 5803916.179749231;631065.2745382766 5803815.481733547;PersonalVehicle
5267;07:16:00;626525.6219502104 5803993.281039703;625495.2665135056 5806727.877555828;PersonalVehicle
1383;07:16:00;631482.057310275 5803854.197106117;632357.7464165204 5800288.209577048;PersonalVehicle
44041;07:16:00;625506.3564786583 5800324.4571683705;630213.5861772824 5802668.390269957;PersonalVehicle
1734;07:16:01;626696.2197664694 5807329.973766611;625495.2665135056 5806727.877555828;PersonalVehicle
39713;07:16:01;627498.1724596496 5810012.366902584;628025.0861307916 5807066.513094128;PersonalVehicle
2678;07:16:01;627766.1808070901 5806228.659679295;625495.2665135056 5806727.877555828;PersonalVehicle
26594;07:16:01;633202.3250349527 5806853.308862139;630504.720472179 5802629.75198882;PersonalVehicle
15803;07:16:02;628317.1832776222 5801752.637227089;625506.3564786583 5800324.4571683705;PersonalVehicle
40614;07:16:02;627498.1724596496 5810012.366902584;627731.2131073669 5806152.878362206;PersonalVehicle
37876;07:16:02;631913.9173730104 5808124.069404383;631578.2996255945 5804846.908574782;PersonalVehicle
14584;07:16:02;625966.717589578 5802106.120088625;630377.2935286161 5799276.878224155;PersonalVehicle
3658;07:16:02;626825.8306314261 5803481.161086183;625495.2665135056 5806727.877555828;PersonalVehicle
43334;07:16:02;625495.2665135056 5806727.877555828;627875.4688415291 5803237.629602106;PersonalVehicle
45751;07:16:02;625506.3564786583 5800324.4571683705;630661.8394774082 5801017.504778628;PersonalVehicle
22460;07:16:03;634266.520278123 5803737.794336154;634114.9628008456 5804339.587989593;PersonalVehicle
42665;07:16:03;625495.2665135056 5806727.877555828;626181.5651357125 5801880.890915174;PersonalVehicle
40728;07:16:03;627498.1724596496 5810012.366902584;630934.8564850392 5799856.190352573;PersonalVehicle
24623;07:16:03;630100.5473962579 5800389.249614915;625506.3564786583 5800324.4571683705;PersonalVehicle
866;07:16:04;628590.7048994902 5802862.539643949;634266.520278123 5803737.794336154;PersonalVehicle
16662;07:16:04;627859.1500529784 5801428.54213182;625506.3564786583 5800324.4571683705;PersonalVehicle
14277;07:16:04;629823.1640162929 5801953.0348719405;632357.7464165204 5800288.209577048;PersonalVehicle
19482;07:16:04;630027.0123204375 5802319.401291355;631456.5857292587 5804205.176972581;PersonalVehicle
33218;07:16:05;631389.714266324 5802566.341859483;631127.2365734233 5801323.043143567;PersonalVehicle
3849;07:16:06;627817.9733493194 5803458.277047678;630965.684483718 5801683.091775081;PersonalVehicle
15182;07:16:06;627401.460837604 5802325.792862005;625506.3564786583 5800324.4571683705;PersonalVehicle
2952;07:16:06;627498.2621281478 5805462.06131759;625506.3564786583 5800324.4571683705;PersonalVehicle
3718;07:16:07;627162.0197473273 5803274.994019458;630965.684483718 5801683.091775081;PersonalVehicle
1274;07:16:07;630374.4582546762 5803837.896037543;631460.4509348224 5807541.794748754;PersonalVehicle
35144;07:16:07;633672.1088953787 5801895.047217489;630310.9932183626 5806160.422321548;PersonalVehicle
48337;07:16:08;631913.9173730104 5808124.069404383;627411.1971072122 5806820.351844081;PersonalVehicle
20448;07:16:08;630429.3161542491 5801899.1185578015;630504.720472179 5802629.75198882;PersonalVehicle
36516;07:16:09;631913.9173730104 5808124.069404383;628946.5744033937 5809756.541689586;PersonalVehicle
25653;07:16:09;628674.3824745861 5808515.842683048;628829.0224386714 5808595.290457751;PersonalVehicle
14405;07:16:10;626160.043090874 5802467.288434;625506.3564786583 5800324.4571683705;PersonalVehicle
70;07:16:10;629280.7485970035 5805014.884336003;628862.5628492526 5804587.153023112;PersonalVehicle
23417;07:16:10;630714.028656535 5801081.766981541;625506.3564786583 5800324.4571683705;PersonalVehicle
15601;07:16:11;628413.6315940546 5802099.898359741;625506.3564786583 5800324.4571683705;PersonalVehicle
27007;07:16:11;632013.6520950892 5806825.934806894;631219.230666991 5806795.8387692785;PersonalVehicle
44093;07:16:11;625506.3564786583 5800324.4571683705;630814.3386336981 5800572.499761111;PersonalVehicle
5282;07:16:11;626497.171602834 5804289.285920634;625506.3564786583 5800324.4571683705;PersonalVehicle
17030;07:16:12;629496.9055828343 5800950.6893138215;625506.3564786583 5800324.4571683705;PersonalVehicle
5673;07:16:12;626052.9539117289 5803290.854933363;626386.30154731 5801954.367280924;PersonalVehicle
239;07:16:12;628817.4932463613 5803006.9978354275;629905.1765808209 5802854.554199455;PersonalVehicle
17653;07:16:12;630099.7403268535 5801319.311114757;629415.932922219 5802327.689688328;PersonalVehicle
26188;07:16:12;628867.3967428617 5809065.8462165315;629029.8334423049 5809270.638391056;PersonalVehicle
32886;07:16:12;633672.1088953787 5801895.047217489;628578.9402645028 5807960.518716605;PersonalVehicle
34080;07:16:13;626846.6478888467 5804905.827747572;627925.1344323689 5805540.95589892;PersonalVehicle
19330;07:16:13;630102.112150723 5802379.701714012;630968.2148111026 5803596.080795212;PersonalVehicle
10261;07:16:13;625506.3564786583 5800324.4571683705;627101.5388682911 5804977.751106098;PersonalVehicle
19686;07:16:13;629991.3795838079 5802799.54195838;625495.2665135056 5806727.877555828;PersonalVehicle
23997;07:16:14;632801.0040884849 5801144.949319335;625506.3564786583 5800324.4571683705;PersonalVehicle
3304;07:16:14;627805.7474583277 5804804.95396277;626502.0847067405 5802989.750808262;PersonalVehicle
4793;07:16:14;625712.9788703559 5804292.131380318;625495.2665135056 5806727.877555828;PersonalVehicle
26422;07:16:15;633057.9331791538 5805892.576280346;625506.3564786583 5800324.4571683705;PersonalVehicle
17332;07:16:15;629402.8422208882 5800576.0567783285;629030.2433407984 5801376.085142421;PersonalVehicle
16369;07:16:15;627505.3230309272 5801288.063231715;630506.0697654895 5799963.758332894;PersonalVehicle
22048;07:16:15;633942.7044332135 5804158.920847747;632478.2474752786 5803279.425952121;PersonalVehicle
6168;07:16:15;625495.2665135056 5806727.877555828;625842.6362438567 5806060.323055961;PersonalVehicle
17675;07:16:16;630058.4256738143 5801143.149185891;627852.405848404 5802557.469768596;PersonalVehicle
21492;07:16:16;632018.1017392211 5804817.205295333;625506.3564786583 5800324.4571683705;PersonalVehicle
15048;07:16:17;626888.0515354166 5801663.0367577905;625506.3564786583 5800324.4571683705;PersonalVehicle
27298;07:16:17;630344.8544517371 5808339.3876721505;625495.2665135056 5806727.877555828;PersonalVehicle
33646;07:16:17;625506.3564786583 5800324.4571683705;628699.6089741918 5802477.903337606;PersonalVehicle
14029;07:16:18;628673.0139599543 5801594.909087547;630377.2935286161 5799276.878224155;PersonalVehicle
23765;07:16:18;632029.3564046244 5802062.06622329;632357.7464165204 5800288.209577048;PersonalVehicle
16598;07:16:18;627926.2832963472 5801035.318238114;629035.6005312671 5801134.498969448;PersonalVehicle
36736;07:16:18;631913.9173730104 5808124.069404383;628796.9098383952 5800354.997978297;PersonalVehicle
17431;07:16:19;629388.6747989786 5800594.002564728;625506.3564786583 5800324.4571683705;PersonalVehicle
16219;07:16:19;627432.1095885057 5801223.162842833;625506.3564786583 5800324.4571683705;PersonalVehicle
24566;07:16:20;630083.101961552 5800297.150554666;625506.3564786583 5800324.4571683705;PersonalVehicle
19892;07:16:20;630249.920505822 5802531.807287395;634114.9628008456 5804339.587989593;PersonalVehicle
48693;07:16:21;631913.9173730104 5808124.069404383;630934.8564850392 5799856.190352573;PersonalVehicle
20394;07:16:21;630755.2123040735 5802101.627832109;630311.6526074877 5801154.261038382;PersonalVehicle
27501;07:16:21;630339.0202658281 5807967.381865384;631952.8769783764 5807152.082884503;PersonalVehicle
1505;07:16:21;630863.4133000559 5804382.45050816;631866.3640289842 5804384.063591917;PersonalVehicle
28038;07:16:21;628781.6052140739 5807662.981414862;631913.9173730104 5808124.069404383;PersonalVehicle
40247;07:16:22;627498.1724596496 5810012.366902584;630506.0697654895 5799963.758332894;PersonalVehicle
45157;07:16:22;625506.3564786583 5800324.4571683705;627544.7805338664 5800537.98672237;PersonalVehicle
16280;07:16:22;627242.0518021997 5801067.084518528;632357.7464165204 5800288.209577048;PersonalVehicle
38883;07:16:22;625495.2665135056 5806727.877555828;630965.684483718 5801683.091775081;PersonalVehicle
14776;07:16:22;625942.335208837 5801375.242892484;625506.3564786583 5800324.4571683705;PersonalVehicle
4452;07:16:22;625613.5166570476 5805354.345400615;625495.2665135056 5806727.877555828;PersonalVehicle
6860;07:16:23;625495.2665135056 5806727.877555828;625646.8030724141 5806901.830403392;PersonalVehicle
21318;07:16:23;632070.0370739433 5804226.651798391;629524.1126675949 5802001.529978533;PersonalVehicle
17746;07:16:23;630248.537709935 5801345.554656709;630377.2935286161 5799276.878224155;PersonalVehicle
23553;07:16:23;631485.8219502628 5801151.631102172;630311.6526074877 5801154.261038382;PersonalVehicle
11728;07:16:24;625805.7231001782 5802307.99796303;625506.3564786583 5800324.4571683705;PersonalVehicle
15439;07:16:24;628103.0649892124 5802175.395465617;625506.3564786583 5800324.4571683705;PersonalVehicle
7284;07:16:24;625495.2665135056 5806727.877555828;629568.5582639948 5802671.712136098;PersonalVehicle
23568;07:16:24;631236.7835881261 5801956.605813245;630504.720472179 5802629.75198882;PersonalVehicle
16633;07:16:24;628035.9031147355 5801128.55316158;629349.2322163569 5801389.234343527;PersonalVehicle
27930;07:16:24;629340.2848937202 5805743.797162345;628578.9402645028 5807960.518716605;PersonalVehicle
7823;07:16:25;625495.2665135056 5806727.877555828;625965.6093359436 5801026.913977332;PersonalVehicle
3125;07:16:25;627524.3172593248 5805032.584070309;625495.2665135056 5806727.877555828;PersonalVehicle
37468;07:16:25;631913.9173730104 5808124.069404383;628822.4537594686 5804037.251288217;PersonalVehicle
17116;07:16:26;629345.0646922898 5800607.706861484;628035.0931699035 5802989.110398581;PersonalVehicle
4523;07:16:26;625967.4564629396 5804801.775048351;631913.9173730104 5808124.069404383;PersonalVehicle
23431;07:16:27;631163.2954409932 5800877.651699885;625495.2665135056 5806727.877555828;PersonalVehicle
18129;07:16:27;629794.9617818098 5800845.627152484;625506.3564786583 5800324.4571683705;PersonalVehicle
16398;07:16:27;627467.4198804275 5801280.346764473;630377.2935286161 5799276.878224155;PersonalVehicle
397;07:16:28;629883.311433655 5803722.320562635;630429.4214908563 5801706.5317928875;PersonalVehicle
32065;07:16:28;632357.7464165204 5800288.209577048;632332.1000557275 5801696.052583064;PersonalVehicle
44049;07:16:28;625506.3564786583 5800324.4571683705;630504.720472179 5802629.75198882;PersonalVehicle
21012;07:16:28;632365.6855695831 5803824.529294721;625506.3564786583 5800324.4571683705;PersonalVehicle
17160;07:16:28;629352.2082474673 5800514.736617812;629297.6209429154 5801953.523560552;PersonalVehicle
13657;07:16:28;629435.0781142893 5802586.595862142;629568.5582639948 5802671.712136098;PersonalVehicle
589;07:16:28;628348.2804675744 5805252.355232325;625826.8258250288 5806418.778790863;PersonalVehicle
14387;07:16:28;626099.7394213912 5802326.354432318;632357.7464165204 5800288.209577048;PersonalVehicle
342;07:16:29;629874.415763652 5804631.941665313;630048.5437418484 5809108.715137885;PersonalVehicle
48305;07:16:29;627498.1724596496 5810012.366902584;630934.8564850392 5799856.190352573;PersonalVehicle
5657;07:16:29;626103.2619756159 5803129.254730589;625688.8717858293 5804506.522507699;PersonalVehicle
13529;07:16:29;628496.1557683618 5802469.41030231;630383.8668532941 5800673.830420761;PersonalVehicle
986;07:16:29;630042.5436797998 5803041.395663108;629897.1272620267 5803931.598380222;PersonalVehicle
24570;07:16:30;630414.8288981133 5799994.425708106;625506.3564786583 5800324.4571683705;PersonalVehicle
13496;07:16:30;628482.5990322974 5802436.108161811;629598.3611937991 5801684.590036811;PersonalVehicle
3354;07:16:30;627372.1820580029 5804278.2616652055;625495.2665135056 5806727.877555828;PersonalVehicle
14099;07:16:30;629327.2553238563 5801654.054022348;626474.417888172 5800507.217713977;PersonalVehicle
39064;07:16:30;627498.1724596496 5810012.366902584;630016.2226552009 5806686.630689416;PersonalVehicle
14247;07:16:31;630001.2243844974 5801683.79730606;627779.7331221506 5801953.693977653;PersonalVehicle
27568;07:16:31;629922.611514386 5807731.027662474;628796.318909859 5807659.528016352;PersonalVehicle
18508;07:16:31;625506.3564786583 5800324.4571683705;629241.4641612115 5800250.761040741;PersonalVehicle
15956;07:16:31;626725.1650841504 5801330.110723758;625506.3564786583 5800324.4571683705;PersonalVehicle
24693;07:16:31;630180.287385517 5807090.617451583;625506.3564786583 5800324.4571683705;PersonalVehicle
24515;07:16:31;631037.8520891857 5799976.806204206;627779.3830659471 5801120.860156691;PersonalVehicle
45535;07:16:32;625506.3564786583 5800324.4571683705;630213.5861772824 5802668.390269957;PersonalVehicle
48731;07:16:33;631913.9173730104 5808124.069404383;628796.318909859 5807659.528016352;PersonalVehicle
38155;07:16:33;631913.9173730104 5808124.069404383;631161.5001696765 5805483.49433852;PersonalVehicle
4797;07:16:33;625870.3731437292 5804291.439617512;625495.2665135056 5806727.877555828;PersonalVehicle
2906;07:16:34;627440.4578127852 5805377.701503413;627559.1755936393 5805438.2876803875;PersonalVehicle
13846;07:16:34;628838.5472613893 5801808.815404254;625506.3564786583 5800324.4571683705;PersonalVehicle
48444;07:16:34;631913.9173730104 5808124.069404383;625646.8030724141 5806901.830403392;PersonalVehicle
25242;07:16:34;631959.7503626423 5806414.044990395;631219.230666991 5806795.8387692785;PersonalVehicle
4668;07:16:35;626563.2661533633 5804503.512914584;625495.2665135056 5806727.877555828;PersonalVehicle
26129;07:16:35;629089.1502165585 5809767.820912659;632904.3727508249 5806854.580075495;PersonalVehicle
33951;07:16:36;630377.2935286161 5799276.878224155;628726.4156892035 5801151.5548479315;PersonalVehicle
25913;07:16:36;627989.5638687414 5809340.497582864;629160.6850739295 5807387.783621508;PersonalVehicle
48900;07:16:36;627498.1724596496 5810012.366902584;628796.318909859 5807659.528016352;PersonalVehicle
14579;07:16:36;625860.1475817303 5801806.161096418;625506.3564786583 5800324.4571683705;PersonalVehicle
15938;07:16:37;626536.0513959305 5801455.755198946;630311.6526074877 5801154.261038382;PersonalVehicle
5605;07:16:37;625567.9097721067 5803871.690536827;625506.3564786583 5800324.4571683705;PersonalVehicle
22224;07:16:37;634266.520278123 5803737.794336154;634114.9628008456 5804339.587989593;PersonalVehicle
5813;07:16:37;626318.8046786995 5803835.419219651;625495.2665135056 5806727.877555828;PersonalVehicle
5916;07:16:38;626022.7447236313 5802814.102766762;626922.1313449241 5802597.837366973;PersonalVehicle
27554;07:16:38;629963.1369091293 5807707.636478704;631179.1003612746 5804535.5735330805;PersonalVehicle
