ID;DEPARTURE;ORIGIN;DESTINATION;SERVICE
37108;08:51:46;631913.9173730104 5808124.069404383;630082.8326923905 5803017.412275334;PersonalVehicle
17549;08:51:46;630070.870837727 5801283.451084495;629568.5582639948 5802671.712136098;PersonalVehicle
27533;08:51:46;630272.3068310302 5807464.854142107;631913.9173730104 5808124.069404383;PersonalVehicle
17913;08:51:46;630216.8896058857 5800877.574277963;632615.824013012 5803022.653798726;PersonalVehicle
16376;08:51:46;627211.3250855508 5801435.921954825;632357.7464165204 5800288.209577048;PersonalVehicle
14343;08:51:46;630031.0975721222 5801854.595179521;632357.7464165204 5800288.209577048;PersonalVehicle
21348;08:51:47;632679.4385542407 5804366.57926314;630673.0471151735 5808957.351344421;PersonalVehicle
4354;08:51:47;626060.8000240992 5805160.046635791;625495.2665135056 5806727.877555828;PersonalVehicle
22676;08:51:47;634266.520278123 5803737.794336154;630467.6870562502 5803163.118489869;PersonalVehicle
38763;08:51:47;627498.1724596496 5810012.366902584;633692.6399642813 5806310.046305737;PersonalVehicle
4626;08:51:48;626542.7441521724 5804489.748425147;625495.2665135056 5806727.877555828;PersonalVehicle
2809;08:51:48;627964.5646198774 5805572.234558476;627409.7229825859 5805249.406265968;PersonalVehicle
45192;08:51:48;625506.3564786583 5800324.4571683705;634114.9628008456 5804339.587989593;PersonalVehicle
19481;08:51:49;629912.1097348327 5802243.394870127;631456.5857292587 5804205.176972581;PersonalVehicle
23563;08:51:49;631213.0343465604 5802037.233391679;630588.493228089 5803809.636311952;PersonalVehicle
13632;08:51:49;629091.8443135286 5802240.89992237;625506.3564786583 5800324.4571683705;PersonalVehicle
21451;08:51:50;632027.1676439722 5804673.49467534;630467.6870562502 5803163.118489869;PersonalVehicle
8829;08:51:50;625495.2665135056 5806727.877555828;625739.4350873419 5803878.816921288;PersonalVehicle
27782;08:51:50;629728.3233538102 5806854.3592758635;629667.9743297447 5808647.430108057;PersonalVehicle
35047;08:51:50;633672.1088953787 5801895.047217489;631257.4495769145 5802958.691653292;PersonalVehicle
47527;08:51:51;632357.7464165204 5800288.209577048;630311.6526074877 5801154.261038382;PersonalVehicle
16201;08:51:51;627094.5903752032 5800994.156488004;625506.3564786583 5800324.4571683705;PersonalVehicle
17293;08:51:52;629093.3990841889 5800502.06127877;627186.0483003092 5801014.073877988;PersonalVehicle
43909;08:51:52;625506.3564786583 5800324.4571683705;629237.4032721877 5802200.31814624;PersonalVehicle
976;08:51:52;629993.372671321 5803178.247808414;631578.2996255945 5804846.908574782;PersonalVehicle
33471;08:51:52;625506.3564786583 5800324.4571683705;630213.5861772824 5802668.390269957;PersonalVehicle
37617;08:51:52;634266.520278123 5803737.794336154;628822.4537594686 5804037.251288217;PersonalVehicle
21091;08:51:52;631743.222617811 5803792.937603435;625506.3564786583 5800324.4571683705;PersonalVehicle
20267;08:51:53;631113.1651092924 5802843.947222203;630870.6027067486 5807786.48371274;PersonalVehicle
21235;08:51:53;632471.6924331471 5804052.343632611;632899.522372189 5800600.475212958;PersonalVehicle
26675;08:51:54;632998.954755473 5806637.5259576095;634114.9628008456 5804339.587989593;PersonalVehicle
21020;08:51:54;632159.1477909227 5803862.800190949;625506.3564786583 5800324.4571683705;PersonalVehicle
38821;08:51:54;625495.2665135056 5806727.877555828;630965.684483718 5801683.091775081;PersonalVehicle
14050;08:51:55;628904.4754324581 5801608.426941718;625506.3564786583 5800324.4571683705;PersonalVehicle
40582;08:51:55;627498.1724596496 5810012.366902584;627411.1971072122 5806820.351844081;PersonalVehicle
655;08:51:55;628194.1364468776 5805078.478491543;625842.6362438567 5806060.323055961;PersonalVehicle
4145;08:51:56;626905.360127697 5802578.067482705;629568.5582639948 5802671.712136098;PersonalVehicle
6058;08:51:56;626542.0089775642 5803816.666382267;625506.3564786583 5800324.4571683705;PersonalVehicle
43205;08:51:56;625506.3564786583 5800324.4571683705;630311.6526074877 5801154.261038382;PersonalVehicle
27439;08:51:57;630533.3588663706 5807828.7177099865;630213.5861772824 5802668.390269957;PersonalVehicle
39993;08:51:57;627498.1724596496 5810012.366902584;625646.8030724141 5806901.830403392;PersonalVehicle
40383;08:51:58;627498.1724596496 5810012.366902584;629668.711972529 5806203.978466947;PersonalVehicle
25979;08:51:58;628639.7129770751 5809209.480207717;627950.5318248755 5809061.729939709;PersonalVehicle
6244;08:51:58;625495.2665135056 5806727.877555828;626811.8939939459 5804501.047139397;PersonalVehicle
17751;08:51:58;630403.8214713212 5800973.9164850535;633541.7251937469 5804042.350094806;PersonalVehicle
23433;08:51:58;630958.1369760708 5800924.447060492;625506.3564786583 5800324.4571683705;PersonalVehicle
35656;08:51:59;627498.1724596496 5810012.366902584;628025.0861307916 5807066.513094128;PersonalVehicle
27321;08:51:59;630533.2727983417 5808345.1756939;631219.230666991 5806795.8387692785;PersonalVehicle
21216;08:51:59;632744.8317287785 5804327.515352219;631963.5016005058 5803714.088047463;PersonalVehicle
45696;08:51:59;625506.3564786583 5800324.4571683705;625646.8030724141 5806901.830403392;PersonalVehicle
5757;08:51:59;626021.8654498353 5803735.692962137;625826.8258250288 5806418.778790863;PersonalVehicle
16727;08:51:59;627998.2001411105 5801542.0965796895;625506.3564786583 5800324.4571683705;PersonalVehicle
21232;08:52:00;632103.4555424829 5803960.976461329;633099.7965102409 5800992.88826502;PersonalVehicle
43215;08:52:00;625506.3564786583 5800324.4571683705;630661.8394774082 5801017.504778628;PersonalVehicle
23266;08:52:00;630958.0032600517 5801596.036658174;631125.7323015463 5801142.316849425;PersonalVehicle
38043;08:52:00;634266.520278123 5803737.794336154;629852.9620511075 5802923.141854527;PersonalVehicle
26861;08:52:01;632202.2488252495 5807587.803149887;629892.5581162305 5807752.688450272;PersonalVehicle
311;08:52:01;629641.0348199907 5804673.853794442;631456.5857292587 5804205.176972581;PersonalVehicle
36336;08:52:01;631913.9173730104 5808124.069404383;627659.8754597463 5808596.108896154;PersonalVehicle
37913;08:52:01;631913.9173730104 5808124.069404383;630663.7695158708 5805805.532060756;PersonalVehicle
15734;08:52:02;628413.3462648905 5801720.720858439;630067.2670755022 5801808.315272171;PersonalVehicle
33204;08:52:02;628958.539055135 5805474.816880963;625506.3564786583 5800324.4571683705;PersonalVehicle
27272;08:52:02;630355.1529076523 5808706.324000488;631770.0681196338 5808032.848747586;PersonalVehicle
7516;08:52:03;625495.2665135056 5806727.877555828;627101.5388682911 5804977.751106098;PersonalVehicle
17920;08:52:03;630030.5426265218 5800907.4137491435;630965.684483718 5801683.091775081;PersonalVehicle
13865;08:52:03;628992.94243964 5801896.483227675;630311.6526074877 5801154.261038382;PersonalVehicle
16020;08:52:03;626725.5986528523 5800945.159798967;632357.7464165204 5800288.209577048;PersonalVehicle
39806;08:52:03;627498.1724596496 5810012.366902584;630016.2226552009 5806686.630689416;PersonalVehicle
15000;08:52:04;626608.4858675468 5801741.433634073;626504.4778797997 5800832.65177595;PersonalVehicle
27955;08:52:04;629337.9941571373 5805608.601523265;631913.9173730104 5808124.069404383;PersonalVehicle
27441;08:52:04;630571.5804034458 5807650.756437554;631866.3640289842 5804384.063591917;PersonalVehicle
26892;08:52:05;632529.3278463582 5807529.00166803;628578.9402645028 5807960.518716605;PersonalVehicle
413;08:52:05;629815.8915582203 5803660.710308665;634114.9628008456 5804339.587989593;PersonalVehicle
16009;08:52:05;626813.7464060668 5801057.632124736;630506.0697654895 5799963.758332894;PersonalVehicle
2917;08:52:05;627416.2916820836 5805401.8504498005;625495.2665135056 5806727.877555828;PersonalVehicle
39929;08:52:06;627498.1724596496 5810012.366902584;631065.2745382766 5803815.481733547;PersonalVehicle
36272;08:52:06;631913.9173730104 5808124.069404383;628796.318909859 5807659.528016352;PersonalVehicle
35344;08:52:06;633672.1088953787 5801895.047217489;632830.3038002892 5804124.373187255;PersonalVehicle
21351;08:52:06;632446.9512811891 5804481.6276325;630870.6027067486 5807786.48371274;PersonalVehicle
26139;08:52:06;628955.830865905 5809960.856317118;630016.2226552009 5806686.630689416;PersonalVehicle
25041;08:52:06;630459.4623019154 5805210.01797752;630870.6027067486 5807786.48371274;PersonalVehicle
9755;08:52:06;625506.3564786583 5800324.4571683705;625965.6093359436 5801026.913977332;PersonalVehicle
26759;08:52:07;632823.1177026012 5807126.789430798;629573.1311386166 5807008.410609657;PersonalVehicle
2679;08:52:07;627790.5404097548 5806273.269890653;625495.2665135056 5806727.877555828;PersonalVehicle
5684;08:52:08;626086.855865194 5803194.717846753;625506.3564786583 5800324.4571683705;PersonalVehicle
116;08:52:08;628335.6969849054 5804075.779527524;625495.2665135056 5806727.877555828;PersonalVehicle
33396;08:52:08;629527.9613491368 5803644.984293307;631179.1003612746 5804535.5735330805;PersonalVehicle
26886;08:52:09;632247.5583547193 5807643.6305791;630016.2226552009 5806686.630689416;PersonalVehicle
12621;08:52:09;625506.3564786583 5800324.4571683705;628157.0235885978 5801956.5377192935;PersonalVehicle
27303;08:52:09;630465.5147736022 5808279.419991138;625495.2665135056 5806727.877555828;PersonalVehicle
3051;08:52:10;627376.3785162905 5805190.118474671;625506.3564786583 5800324.4571683705;PersonalVehicle
19511;08:52:11;629782.1568953076 5802526.938889454;630946.2986586298 5802873.6561301155;PersonalVehicle
3182;08:52:11;627515.9033150665 5804986.25312635;625506.3564786583 5800324.4571683705;PersonalVehicle
20107;08:52:11;631038.0809348011 5803262.462518921;630588.493228089 5803809.636311952;PersonalVehicle
12679;08:52:11;625506.3564786583 5800324.4571683705;627699.8934491476 5803695.7560201045;PersonalVehicle
3436;08:52:12;627389.7516481262 5803557.289824065;628291.1323391013 5804207.081672552;PersonalVehicle
25614;08:52:12;628898.6079248225 5808394.16812293;625646.8030724141 5806901.830403392;PersonalVehicle
4908;08:52:12;625565.1629930859 5804338.704889126;625506.3564786583 5800324.4571683705;PersonalVehicle
27575;08:52:12;630225.7595263342 5808015.219175304;627328.9790142471 5807827.774610744;PersonalVehicle
402;08:52:13;629742.8801026194 5803726.823802243;631870.5431900454 5804164.736929895;PersonalVehicle
14131;08:52:13;629149.7079207619 5801742.002924819;630377.2935286161 5799276.878224155;PersonalVehicle
14321;08:52:13;630052.1051109335 5801671.7575071445;632357.7464165204 5800288.209577048;PersonalVehicle
15754;08:52:13;628404.38341341 5801572.935096826;630127.7423919392 5802216.985348444;PersonalVehicle
20056;08:52:13;630977.0070294739 5802661.2775512105;631520.2020985855 5804006.384095511;PersonalVehicle
16366;08:52:14;627253.8157292518 5801232.217198708;630506.0697654895 5799963.758332894;PersonalVehicle
26175;08:52:14;629024.9393184137 5809151.407530283;629029.8334423049 5809270.638391056;PersonalVehicle
15978;08:52:14;626851.905854361 5801047.080311158;625506.3564786583 5800324.4571683705;PersonalVehicle
26350;08:52:14;633014.2292574693 5805898.362895459;625495.2665135056 5806727.877555828;PersonalVehicle
3164;08:52:15;627358.4445240356 5804881.280547302;625506.3564786583 5800324.4571683705;PersonalVehicle
28257;08:52:15;631581.3666326137 5808002.701697825;630016.2226552009 5806686.630689416;PersonalVehicle
13243;08:52:16;625506.3564786583 5800324.4571683705;630311.6526074877 5801154.261038382;PersonalVehicle
20182;08:52:17;631239.0369092366 5803421.99512773;629931.884741375 5800322.458181231;PersonalVehicle
27460;08:52:17;630398.4642486122 5807588.3443021225;631288.9675087219 5806664.190041645;PersonalVehicle
850;08:52:17;628599.0375217246 5802921.641598631;630311.6526074877 5801154.261038382;PersonalVehicle
17679;08:52:18;630157.0472982175 5801175.231005273;627852.405848404 5802557.469768596;PersonalVehicle
23667;08:52:18;631613.008220019 5802261.6907425625;629897.1272620267 5803931.598380222;PersonalVehicle
24952;08:52:18;630286.1204740995 5805590.814623549;630048.5437418484 5809108.715137885;PersonalVehicle
38376;08:52:19;631913.9173730104 5808124.069404383;631179.1003612746 5804535.5735330805;PersonalVehicle
40493;08:52:19;627498.1724596496 5810012.366902584;630965.684483718 5801683.091775081;PersonalVehicle
13119;08:52:19;627456.0814335997 5800462.330124493;632357.7464165204 5800288.209577048;PersonalVehicle
27352;08:52:20;630714.7718275863 5808147.046305754;631578.2996255945 5804846.908574782;PersonalVehicle
40268;08:52:20;627498.1724596496 5810012.366902584;630537.9970490328 5805234.742753679;PersonalVehicle
21028;08:52:20;632298.1858753694 5803784.427387096;632357.7464165204 5800288.209577048;PersonalVehicle
19263;08:52:21;630198.4453091213 5801822.024381676;632357.7464165204 5800288.209577048;PersonalVehicle
17852;08:52:21;629969.3655473412 5800681.057685132;629625.019181481 5801163.790645247;PersonalVehicle
37958;08:52:21;631913.9173730104 5808124.069404383;629668.711972529 5806203.978466947;PersonalVehicle
35074;08:52:21;633672.1088953787 5801895.047217489;633480.6171529355 5802462.518826877;PersonalVehicle
6122;08:52:21;626644.8191554047 5803530.943018641;625495.2665135056 5806727.877555828;PersonalVehicle
19471;08:52:21;629922.6873804061 5802299.565028425;634114.9628008456 5804339.587989593;PersonalVehicle
41019;08:52:21;625495.2665135056 5806727.877555828;630016.2226552009 5806686.630689416;PersonalVehicle
43924;08:52:21;625506.3564786583 5800324.4571683705;629018.1929300064 5801894.481615393;PersonalVehicle
7258;08:52:21;625495.2665135056 5806727.877555828;631127.2365734233 5801323.043143567;PersonalVehicle
12518;08:52:21;625506.3564786583 5800324.4571683705;625643.9526090631 5801580.85481227;PersonalVehicle
935;08:52:21;629727.8903436112 5802766.48959422;629052.2877411533 5802647.790678645;PersonalVehicle
11263;08:52:22;625506.3564786583 5800324.4571683705;630934.8564850392 5799856.190352573;PersonalVehicle
21880;08:52:22;631684.2899568389 5804361.237013012;632830.3038002892 5804124.373187255;PersonalVehicle
27048;08:52:22;630965.3113070936 5808465.958335603;625646.8030724141 5806901.830403392;PersonalVehicle
14583;08:52:22;625913.3513200579 5801934.653891189;630377.2935286161 5799276.878224155;PersonalVehicle
6012;08:52:22;626428.4904608477 5802798.0840313705;632357.7464165204 5800288.209577048;PersonalVehicle
47165;08:52:22;625506.3564786583 5800324.4571683705;628170.5587051599 5801459.282784047;PersonalVehicle
48250;08:52:22;630377.2935286161 5799276.878224155;630213.5861772824 5802668.390269957;PersonalVehicle
22362;08:52:22;634266.520278123 5803737.794336154;634114.9628008456 5804339.587989593;PersonalVehicle
1034;08:52:22;630552.5938010775 5803223.775007146;634266.520278123 5803737.794336154;PersonalVehicle
2540;08:52:23;628122.2242028856 5806246.816952097;625506.3564786583 5800324.4571683705;PersonalVehicle
15847;08:52:23;626323.7329507323 5801032.795583073;630383.8668532941 5800673.830420761;PersonalVehicle
5773;08:52:23;626056.5580057268 5803799.85046121;625495.2665135056 5806727.877555828;PersonalVehicle
13146;08:52:24;627835.2673124492 5800682.817004003;625506.3564786583 5800324.4571683705;PersonalVehicle
42406;08:52:24;625506.3564786583 5800324.4571683705;631952.8769783764 5807152.082884503;PersonalVehicle
14565;08:52:24;625678.7770664988 5802041.759179449;625506.3564786583 5800324.4571683705;PersonalVehicle
20840;08:52:24;632448.1294063245 5802926.4095573295;630467.6870562502 5803163.118489869;PersonalVehicle
21472;08:52:24;631880.705919674 5804721.296525889;628806.2135138725 5800808.219494563;PersonalVehicle
12665;08:52:25;625506.3564786583 5800324.4571683705;627756.2876799353 5803961.1014985535;PersonalVehicle
15603;08:52:25;628473.2627387126 5802136.240746276;625506.3564786583 5800324.4571683705;PersonalVehicle
17980;08:52:25;630212.9237797798 5800965.266105212;630661.8394774082 5801017.504778628;PersonalVehicle
4292;08:52:26;626475.5203341433 5805138.083081831;625842.6362438567 5806060.323055961;PersonalVehicle
12124;08:52:26;625506.3564786583 5800324.4571683705;630213.5861772824 5802668.390269957;PersonalVehicle
867;08:52:26;628604.0667993163 5802753.951084426;628699.6089741918 5802477.903337606;PersonalVehicle
13858;08:52:26;628860.7741085553 5801635.773268638;625965.6093359436 5801026.913977332;PersonalVehicle
8826;08:52:26;625495.2665135056 5806727.877555828;625826.8258250288 5806418.778790863;PersonalVehicle
49282;08:52:26;625506.3564786583 5800324.4571683705;630934.8564850392 5799856.190352573;PersonalVehicle
48708;08:52:27;631913.9173730104 5808124.069404383;625646.8030724141 5806901.830403392;PersonalVehicle
150;08:52:28;628286.9121510189 5803869.6828113785;625506.3564786583 5800324.4571683705;PersonalVehicle
28268;08:52:28;631330.7055615269 5807967.7644442655;628796.318909859 5807659.528016352;PersonalVehicle
5955;08:52:28;626044.2560236423 5802742.878626041;630377.2935286161 5799276.878224155;PersonalVehicle
44046;08:52:28;625506.3564786583 5800324.4571683705;630385.7072071525 5802778.904495501;PersonalVehicle
48329;08:52:29;631913.9173730104 5808124.069404383;630934.8564850392 5799856.190352573;PersonalVehicle
16182;08:52:29;626986.6317597291 5801124.444383065;625506.3564786583 5800324.4571683705;PersonalVehicle
26158;08:52:29;628924.0265846262 5809860.2183197355;627498.1724596496 5810012.366902584;PersonalVehicle
17816;08:52:29;629868.4232077856 5801053.998948072;630311.6526074877 5801154.261038382;PersonalVehicle
17693;08:52:29;630297.3333343429 5801283.855933495;626897.0697696131 5800932.857146929;PersonalVehicle
34765;08:52:29;632357.7464165204 5800288.209577048;632389.6463604717 5802142.652094917;PersonalVehicle
2266;08:52:30;625495.2665135056 5806727.877555828;627876.3910842796 5805693.13059308;PersonalVehicle
14638;08:52:30;625896.4284903844 5802062.351965271;625506.3564786583 5800324.4571683705;PersonalVehicle
25362;08:52:30;631538.7114009253 5806516.133109019;632357.7464165204 5800288.209577048;PersonalVehicle
26967;08:52:30;631621.2169684054 5807085.955206088;630935.6986149243 5805566.655188587;PersonalVehicle
34412;08:52:31;630377.2935286161 5799276.878224155;627544.7805338664 5800537.98672237;PersonalVehicle
15061;08:52:31;626846.8587373141 5801627.0539661115;625506.3564786583 5800324.4571683705;PersonalVehicle
17408;08:52:31;629539.6228462913 5800556.869594949;628288.5588032055 5802586.937900695;PersonalVehicle
4732;08:52:31;626062.4127656813 5804761.033149829;625646.8030724141 5806901.830403392;PersonalVehicle
19952;08:52:31;630561.3528446057 5802567.135061187;632357.7464165204 5800288.209577048;PersonalVehicle
37393;08:52:31;631913.9173730104 5808124.069404383;628578.9402645028 5807960.518716605;PersonalVehicle
27482;08:52:31;630559.5946744472 5807538.063311957;628998.8397297015 5807193.799172029;PersonalVehicle
43663;08:52:31;625506.3564786583 5800324.4571683705;630867.0085607808 5804407.162859871;PersonalVehicle
49648;08:52:32;632357.7464165204 5800288.209577048;626951.1710040068 5801743.57861758;PersonalVehicle
28296;08:52:32;631625.0711934984 5808045.870744085;631913.9173730104 5808124.069404383;PersonalVehicle
22035;08:52:33;633611.619798648 5804430.552992397;630377.2935286161 5799276.878224155;PersonalVehicle
34749;08:52:33;630377.2935286161 5799276.878224155;628410.0608139561 5802343.693533575;PersonalVehicle
20561;08:52:33;632041.4570922283 5803261.825630496;630588.493228089 5803809.636311952;PersonalVehicle
42670;08:52:34;625495.2665135056 5806727.877555828;625965.6093359436 5801026.913977332;PersonalVehicle
21455;08:52:34;631885.8404179295 5804653.769359854;630968.2148111026 5803596.080795212;PersonalVehicle
24009;08:52:34;633047.5686199008 5801137.509008786;632106.370424659 5802814.117113689;PersonalVehicle
5962;08:52:34;625999.9532105619 5802779.110569015;625506.3564786583 5800324.4571683705;PersonalVehicle
27833;08:52:34;629735.1766897028 5806423.0314438855;631913.9173730104 5808124.069404383;PersonalVehicle
18249;08:52:35;629711.7434664824 5800464.118246844;627468.2073978909 5801343.255651792;PersonalVehicle
19875;08:52:36;630498.3261234846 5802751.935830185;629801.1046759082 5803053.893541834;PersonalVehicle
40095;08:52:36;627498.1724596496 5810012.366902584;626386.0782711251 5806076.136704188;PersonalVehicle
4356;08:52:36;626214.5066893357 5805227.797280247;625495.2665135056 5806727.877555828;PersonalVehicle
16843;08:52:36;629049.1119730967 5801228.719347496;625506.3564786583 5800324.4571683705;PersonalVehicle
21889;08:52:36;631853.9431942813 5804393.246443151;630814.3386336981 5800572.499761111;PersonalVehicle
518;08:52:37;628764.8528424118 5805893.748040667;625646.8030724141 5806901.830403392;PersonalVehicle
5519;08:52:37;625910.4303125353 5804022.66289593;625506.3564786583 5800324.4571683705;PersonalVehicle
20739;08:52:37;632161.4393530888 5803453.681750156;634266.520278123 5803737.794336154;PersonalVehicle
23877;08:52:37;632256.233543758 5801610.7986534275;630467.6870562502 5803163.118489869;PersonalVehicle
16766;08:52:37;628763.8698101925 5801026.827832397;630506.0697654895 5799963.758332894;PersonalVehicle
39587;08:52:37;627498.1724596496 5810012.366902584;627659.8754597463 5808596.108896154;PersonalVehicle
14318;08:52:38;630025.837800975 5801721.889967469;632357.7464165204 5800288.209577048;PersonalVehicle
1412;08:52:38;631179.6562304883 5803822.536493367;632357.7464165204 5800288.209577048;PersonalVehicle
18165;08:52:39;629484.1165193318 5800743.395957518;629108.4260458086 5800886.099310421;PersonalVehicle
39975;08:52:39;627498.1724596496 5810012.366902584;625646.8030724141 5806901.830403392;PersonalVehicle
40529;08:52:39;627498.1724596496 5810012.366902584;628632.4658317144 5806006.153431137;PersonalVehicle
18295;08:52:39;629388.3375122399 5799938.38503036;628746.5609465039 5801807.568742029;PersonalVehicle
48470;08:52:39;631913.9173730104 5808124.069404383;627411.1971072122 5806820.351844081;PersonalVehicle
3936;08:52:39;627435.2657602602 5803273.325045837;625506.3564786583 5800324.4571683705;PersonalVehicle
17903;08:52:40;630197.5437458876 5801009.884639912;630504.720472179 5802629.75198882;PersonalVehicle
16251;08:52:40;627314.0905241617 5801082.999963841;630127.7423919392 5802216.985348444;PersonalVehicle
17787;08:52:40;630137.5270712266 5801103.169486893;625506.3564786583 5800324.4571683705;PersonalVehicle
24430;08:52:40;630741.6363193335 5800419.7369024;631734.2590412488 5800278.069334243;PersonalVehicle
12022;08:52:40;625506.3564786583 5800324.4571683705;630934.8564850392 5799856.190352573;PersonalVehicle
1884;08:52:41;625495.2665135056 5806727.877555828;628135.5522943167 5803525.169176903;PersonalVehicle
13008;08:52:41;625506.3564786583 5800324.4571683705;630934.8564850392 5799856.190352573;PersonalVehicle
612;08:52:41;627972.6703234661 5804797.568016145;629361.4323249144 5803430.263902358;PersonalVehicle
21069;08:52:41;631929.7180787398 5803996.593169777;632458.0104043132 5803137.4105137;PersonalVehicle
1533;08:52:41;630379.0070832889 5804010.591159982;631952.8769783764 5807152.082884503;PersonalVehicle
20696;08:52:42;632054.9482973907 5803352.647742332;631396.0982909377 5803300.277517327;PersonalVehicle
19579;08:52:42;630264.6959976631 5802640.783501424;629043.924947678 5803055.491876021;PersonalVehicle
26914;08:52:42;631370.8329167996 5807105.750241547;628701.8445680389 5809144.266157806;PersonalVehicle
15236;08:52:43;627719.0080552701 5802483.857626948;630067.2670755022 5801808.315272171;PersonalVehicle
42317;08:52:43;625506.3564786583 5800324.4571683705;625842.6362438567 5806060.323055961;PersonalVehicle
4061;08:52:43;626994.3393629316 5802742.1898049405;625506.3564786583 5800324.4571683705;PersonalVehicle
31760;08:52:44;632357.7464165204 5800288.209577048;627803.336217577 5800562.745674642;PersonalVehicle
1768;08:52:44;627106.6368598581 5807626.629644283;625506.3564786583 5800324.4571683705;PersonalVehicle
17603;08:52:44;630225.1732942126 5801364.450176855;625506.3564786583 5800324.4571683705;PersonalVehicle
17983;08:52:44;630057.671875064 5800748.475786059;630661.8394774082 5801017.504778628;PersonalVehicle
23599;08:52:44;631859.0851798061 5802542.960813181;631127.2365734233 5801323.043143567;PersonalVehicle
409;08:52:45;629775.9490513545 5803741.9165296545;631179.1003612746 5804535.5735330805;PersonalVehicle
40324;08:52:45;627498.1724596496 5810012.366902584;633095.9508737557 5806587.432533813;PersonalVehicle
23736;08:52:46;632000.0394565552 5801712.738839256;629931.884741375 5800322.458181231;PersonalVehicle
26615;08:52:47;633348.5450481802 5806562.7769545475;633265.049803821 5806091.417174086;PersonalVehicle
1860;08:52:47;625772.7156997016 5807090.127198195;625506.3564786583 5800324.4571683705;PersonalVehicle
39173;08:52:47;625495.2665135056 5806727.877555828;625842.6362438567 5806060.323055961;PersonalVehicle
44647;08:52:47;630377.2935286161 5799276.878224155;627544.7805338664 5800537.98672237;PersonalVehicle
6021;08:52:47;626252.7311282954 5802550.217365803;625506.3564786583 5800324.4571683705;PersonalVehicle
35067;08:52:48;633672.1088953787 5801895.047217489;632176.4055370553 5801989.26311193;PersonalVehicle
23446;08:52:48;631334.8685206132 5800740.420856821;632106.370424659 5802814.117113689;PersonalVehicle
21059;08:52:48;631793.3975603456 5803858.280539337;628806.2135138725 5800808.219494563;PersonalVehicle
25633;08:52:48;629112.1107115013 5808387.858132656;629245.7922897544 5808623.500158479;PersonalVehicle
27647;08:52:48;630369.6958416066 5808063.583845252;625842.6362438567 5806060.323055961;PersonalVehicle
20907;08:52:48;633057.8965466387 5803509.821407578;634114.9628008456 5804339.587989593;PersonalVehicle
22510;08:52:48;634266.520278123 5803737.794336154;634114.9628008456 5804339.587989593;PersonalVehicle
17677;08:52:48;630099.2887740056 5801185.977518493;627852.405848404 5802557.469768596;PersonalVehicle
2582;08:52:49;628230.7991485449 5806128.4536307175;625495.2665135056 5806727.877555828;PersonalVehicle
15811;08:52:49;626547.7602547591 5801115.375544221;625506.3564786583 5800324.4571683705;PersonalVehicle
35991;08:52:50;631913.9173730104 5808124.069404383;627336.9026070029 5808803.68737409;PersonalVehicle
33349;08:52:51;628826.9718670609 5800740.645849556;628738.5945320326 5801392.880048172;PersonalVehicle
26930;08:52:51;631415.9258836005 5806859.988724044;631578.2996255945 5804846.908574782;PersonalVehicle
23496;08:52:51;631214.5404253651 5801249.900346126;625506.3564786583 5800324.4571683705;PersonalVehicle
2832;08:52:51;627627.7261698485 5805464.860264932;628308.7672744119 5802844.24148766;PersonalVehicle
4719;08:52:51;626446.5901305362 5804497.317275171;628796.318909859 5807659.528016352;PersonalVehicle
26341;08:52:51;633268.3114983252 5805993.037952721;625826.8258250288 5806418.778790863;PersonalVehicle
24511;08:52:52;630646.5816372909 5799985.382516291;627186.0483003092 5801014.073877988;PersonalVehicle
20132;08:52:52;631053.7659100045 5803355.862021986;630870.6027067486 5807786.48371274;PersonalVehicle
525;08:52:52;628687.3679735038 5805360.349383733;625495.2665135056 5806727.877555828;PersonalVehicle
34909;08:52:52;630377.2935286161 5799276.878224155;629711.18198316 5802342.276232958;PersonalVehicle
20439;08:52:52;630642.2329771537 5802154.996395951;632357.7464165204 5800288.209577048;PersonalVehicle
48709;08:52:53;631913.9173730104 5808124.069404383;625646.8030724141 5806901.830403392;PersonalVehicle
27025;08:52:53;631960.1181158193 5806928.959710389;629574.235551906 5805486.368853496;PersonalVehicle
18145;08:52:54;629828.625296086 5800841.244936406;625506.3564786583 5800324.4571683705;PersonalVehicle
13603;08:52:54;628918.1387641637 5802203.738337286;625506.3564786583 5800324.4571683705;PersonalVehicle
3292;08:52:54;627874.7948627892 5804978.819608045;625506.3564786583 5800324.4571683705;PersonalVehicle
2492;08:52:55;628167.5901115827 5806431.198916718;625646.8030724141 5806901.830403392;PersonalVehicle
16548;08:52:55;627663.2860114208 5801129.618833455;629441.1837718184 5800468.355883743;PersonalVehicle
43891;08:52:55;625506.3564786583 5800324.4571683705;627544.7805338664 5800537.98672237;PersonalVehicle
5688;08:52:55;626070.6669143868 5803289.288253187;625506.3564786583 5800324.4571683705;PersonalVehicle
29784;08:52:55;632357.7464165204 5800288.209577048;625646.8030724141 5806901.830403392;PersonalVehicle
45995;08:52:55;625506.3564786583 5800324.4571683705;630965.684483718 5801683.091775081;PersonalVehicle
11408;08:52:56;625551.160424945 5802883.381909301;625506.3564786583 5800324.4571683705;PersonalVehicle
111;08:52:56;628332.7373887049 5803797.767720305;629905.1765808209 5802854.554199455;PersonalVehicle
24747;08:52:56;630331.4021724785 5806741.18610522;631913.9173730104 5808124.069404383;PersonalVehicle
